1:    0.642 0.358 1    
395:  0.837 0.163 1    
396:  0.802 0.198 1    
397:  0.794 0.206 1    
398:  0.340 0.660 1    
399:  0.719 0.281 1    
400:  0.523 0.477 1    
401:  0.745 0.255 1    
402:  0.706 0.294 1    
403:  0.767 0.233 1    
404:  0.602 0.398 1    
405:  0.600 0.400 1    
406:  0.437 0.563 1    
407:  0.666 0.334 1    
408:  0.735 0.265 1    
409:  0.630 0.370 1    
410:  0.731 0.269 1    
411:  0.563 0.437 1    
412:  0.675 0.325 1    
413:  0.816 0.184 1    
414:  0.695 0.305 1    
415:  0.651 0.349 1    
416:  0.773 0.227 1    
417:  0.555 0.445 1    
418:  0.759 0.241 1    
419:  0.585 0.415 1    
420:  0.645 0.355 1    
421:  0.590 0.410 1    
422:  0.285 0.715 1    
423:  0.740 0.260 1    
424:  0.670 0.330 1    
425:  0.805 0.195 1    
426:  0.525 0.475 1    
427:  0.834 0.166 1    
428:  0.802 0.198 1    
429:  0.691 0.309 1    
430:  0.257 0.743 1    
431:  0.775 0.225 1    
432:  0.719 0.281 1    
433:  0.513 0.487 1    
434:  0.728 0.272 1    
435:  0.660 0.340 1    
436:  0.672 0.328 1    
437:  0.325 0.675 1    
438:  0.536 0.464 1    
439:  0.602 0.398 1    
440:  0.750 0.250 1    
441:  0.478 0.522 1    
442:  0.373 0.627 1    
443:  0.488 0.512 1    
444:  0.601 0.399 1    
445:  0.738 0.262 1    
446:  0.671 0.329 1    
447:  0.692 0.308 1    
448:  0.360 0.640 1    
449:  0.722 0.278 1    
450:  0.367 0.633 1    
451:  0.720 0.280 1    
452:  0.608 0.392 1    
453:  0.657 0.343 1    
454:  0.567 0.433 1    
455:  0.792 0.208 1    
456:  0.674 0.326 1    
457:  0.808 0.192 1    
458:  0.557 0.443 1    
459:  0.498 0.502 1    
460:  0.498 0.502 1    
461:  0.418 0.582 1    
462:  0.764 0.236 1    
463:  0.473 0.527 1    
464:  0.650 0.350 1    
465:  0.428 0.572 1    
466:  0.313 0.687 1    
467:  0.628 0.372 1    
468:  0.702 0.298 1    
469:  0.801 0.199 1    
470:  0.592 0.408 1    
471:  0.857 0.143 1    
472:  0.629 0.371 1    
473:  0.605 0.395 1    
474:  0.787 0.213 1    
475:  0.851 0.149 1    
476:  0.811 0.189 1    
477:  0.475 0.525 1    
478:  0.386 0.614 1    
479:  0.624 0.376 1    
480:  0.776 0.224 1    
481:  0.673 0.327 1    
482:  0.790 0.210 1    
483:  0.647 0.353 1    
484:  0.683 0.317 1    
485:  0.170 0.830 1    
486:  0.684 0.316 1    
487:  0.775 0.225 1    
488:  0.567 0.433 1    
489:  0.646 0.354 1    
490:  0.576 0.424 1    
491:  0.792 0.208 1    
492:  0.728 0.272 1    
493:  0.867 0.133 1    
494:  0.788 0.212 1    
495:  0.607 0.393 1    
496:  0.519 0.481 1    
497:  0.706 0.294 1    
498:  0.658 0.342 1    
499:  0.832 0.168 1    
500:  0.801 0.199 1    
501:  0.667 0.333 1    
502:  0.460 0.540 1    
503:  0.825 0.175 1    
504:  0.693 0.307 1    
505:  0.496 0.504 1    
506:  0.542 0.458 1    
507:  0.381 0.619 1    
508:  0.775 0.225 1    
509:  0.860 0.140 1    
510:  0.719 0.281 1    
511:  0.632 0.368 1    
512:  0.737 0.263 1    
513:  0.704 0.296 1    
514:  0.599 0.401 1    
515:  0.767 0.233 1    
516:  0.667 0.333 1    
517:  0.697 0.303 1    
518:  0.344 0.656 1    
519:  0.457 0.543 1    
520:  0.670 0.330 1    
521:  0.698 0.302 1    
522:  0.479 0.521 1    
523:  0.625 0.375 1    
524:  0.867 0.133 1    
525:  0.799 0.201 1    
526:  0.508 0.492 1    
527:  0.684 0.316 1    
528:  0.812 0.188 1    
529:  0.459 0.541 1    
530:  0.471 0.529 1    
531:  0.722 0.278 1    
532:  0.420 0.580 1    
533:  0.621 0.379 1    
534:  0.548 0.452 1    
535:  0.677 0.323 1    
536:  0.666 0.334 1    
537:  0.488 0.512 1    
538:  0.855 0.145 1    
539:  0.688 0.312 1    
540:  0.769 0.231 1    
541:  0.663 0.337 1    
542:  0.615 0.385 1    
543:  0.878 0.122 1    
544:  0.375 0.625 1    
545:  0.419 0.581 1    
546:  0.693 0.307 1    
547:  0.758 0.242 1    
548:  0.747 0.253 1    
549:  0.530 0.470 1    
550:  0.862 0.138 1    
551:  0.702 0.298 1    
552:  0.888 0.112 1    
553:  0.637 0.363 1    
554:  0.510 0.490 1    
555:  0.648 0.352 1    
556:  0.550 0.450 1    
557:  0.715 0.285 1    
558:  0.786 0.214 1    
559:  0.558 0.442 1    
560:  0.643 0.357 1    
561:  0.639 0.361 1    
562:  0.750 0.250 1    
563:  0.805 0.195 1    
564:  0.463 0.537 1    
565:  0.701 0.299 1    
566:  0.536 0.464 1    
567:  0.644 0.356 1    
568:  0.477 0.523 1    
569:  0.829 0.171 1    
570:  0.784 0.216 1    
571:  0.681 0.319 1    
572:  0.759 0.241 1    
573:  0.366 0.634 1    
574:  0.483 0.517 1    
575:  0.646 0.354 1    
576:  0.589 0.411 1    
577:  0.467 0.533 1    
578:  0.386 0.614 1    
579:  0.648 0.352 1    
580:  0.736 0.264 1    
581:  0.870 0.130 1    
582:  0.407 0.593 1    
583:  0.251 0.749 1    
584:  0.604 0.396 1    
585:  0.410 0.590 1    
586:  0.618 0.382 1    
587:  0.755 0.245 1    
588:  0.602 0.398 1    
589:  0.654 0.346 1    
590:  0.519 0.481 1    
591:  0.733 0.267 1    
592:  0.681 0.319 1    
593:  0.711 0.289 1    
594:  0.622 0.378 1    
595:  0.426 0.574 1    
596:  0.627 0.373 1    
597:  0.518 0.482 1    
598:  0.800 0.200 1    
599:  0.451 0.549 1    
600:  0.394 0.606 1    
601:  0.330 0.670 1    
602:  0.407 0.593 1    
603:  0.627 0.373 1    
604:  0.694 0.306 1    
605:  0.718 0.282 1    
606:  0.568 0.432 1    
607:  0.651 0.349 1    
608:  0.713 0.287 1    
609:  0.687 0.313 1    
610:  0.594 0.406 1    
611:  0.811 0.189 1    
612:  0.608 0.392 1    
613:  0.554 0.446 1    
614:  0.824 0.176 1    
615:  0.671 0.329 1    
616:  0.667 0.333 1    
617:  0.718 0.282 1    
618:  0.687 0.313 1    
619:  0.507 0.493 1    
620:  0.681 0.319 1    
621:  0.577 0.423 1    
622:  0.495 0.505 1    
623:  0.930 0.070 1    
624:  0.631 0.369 1    
625:  0.784 0.216 1    
626:  0.654 0.346 1    
627:  0.626 0.374 1    
628:  0.767 0.233 1    
629:  0.488 0.512 1    
630:  0.831 0.169 1    
631:  0.732 0.268 1    
632:  0.563 0.437 1    
633:  0.516 0.484 1    
634:  0.603 0.397 1    
635:  0.772 0.228 1    
636:  0.441 0.559 1    
637:  0.698 0.302 1    
638:  0.528 0.472 1    
639:  0.744 0.256 1    
640:  0.704 0.296 1    
641:  0.712 0.288 1    
642:  0.780 0.220 1    
643:  0.572 0.428 1    
644:  0.427 0.573 1    
645:  0.604 0.396 1    
646:  0.519 0.481 1    
647:  0.816 0.184 1    
648:  0.406 0.594 1    
649:  0.606 0.394 1    
650:  0.754 0.246 1    
651:  0.493 0.507 1    
652:  0.576 0.424 1    
653:  0.692 0.308 1    
654:  0.745 0.255 1    
655:  0.518 0.482 1    
656:  0.657 0.343 1    
657:  0.669 0.331 1    
658:  0.529 0.471 1    
659:  0.675 0.325 1    
660:  0.513 0.487 1    
661:  0.650 0.350 1    
662:  0.324 0.676 1    
663:  0.680 0.320 1    
664:  0.716 0.284 1    
665:  0.363 0.637 1    
666:  0.801 0.199 1    
667:  0.710 0.290 1    
668:  0.482 0.518 1    
669:  0.787 0.213 1    
670:  0.639 0.361 1    
671:  0.553 0.447 1    
672:  0.696 0.304 1    
673:  0.834 0.166 1    
674:  0.323 0.677 1    
675:  0.500 0.500 1    
676:  0.548 0.452 1    
677:  0.821 0.179 1    
678:  0.835 0.165 1    
679:  0.772 0.228 1    
680:  0.438 0.562 1    
681:  0.705 0.295 1    
682:  0.574 0.426 1    
683:  0.356 0.644 1    
684:  0.681 0.319 1    
685:  0.362 0.638 1    
686:  0.602 0.398 1    
687:  0.748 0.252 1    
688:  0.798 0.202 1    
689:  0.593 0.407 1    
690:  0.656 0.344 1    
691:  0.271 0.729 1    
692:  0.574 0.426 1    
693:  0.828 0.172 1    
694:  0.748 0.252 1    
695:  0.814 0.186 1    
696:  0.612 0.388 1    
697:  0.561 0.439 1    
698:  0.682 0.318 1    
699:  0.692 0.308 1    
700:  0.609 0.391 1    
701:  0.630 0.370 1    
702:  0.595 0.405 1    
703:  0.723 0.277 1    
704:  0.622 0.378 1    
705:  0.536 0.464 1    
706:  0.812 0.188 1    
707:  0.470 0.530 1    
708:  0.587 0.413 1    
709:  0.549 0.451 1    
710:  0.428 0.572 1    
711:  0.634 0.366 1    
712:  0.759 0.241 1    
713:  0.655 0.345 1    
714:  0.463 0.537 1    
715:  0.377 0.623 1    
716:  0.616 0.384 1    
717:  0.447 0.553 1    
718:  0.519 0.481 1    
719:  0.632 0.368 1    
720:  0.400 0.600 1    
721:  0.572 0.428 1    
722:  0.623 0.377 1    
723:  0.658 0.342 1    
724:  0.668 0.332 1    
725:  0.771 0.229 1    
726:  0.472 0.528 1    
727:  0.750 0.250 1    
728:  0.711 0.289 1    
729:  0.647 0.353 1    
730:  0.755 0.245 1    
731:  0.697 0.303 1    
732:  0.637 0.363 1    
733:  0.589 0.411 1    
734:  0.679 0.321 1    
735:  0.665 0.335 1    
736:  0.779 0.221 1    
737:  0.450 0.550 1    
738:  0.708 0.292 1    
739:  0.577 0.423 1    
740:  0.553 0.447 1    
741:  0.708 0.292 1    
742:  0.218 0.782 1    
743:  0.259 0.741 1    
744:  0.189 0.811 1    
745:  0.174 0.826 1    
746:  0.119 0.881 1    
747:  0.408 0.592 1    
748:  0.317 0.683 1    
749:  0.133 0.867 1    
750:  0.161 0.839 1    
751:  0.120 0.880 1    
752:  0.144 0.856 1    
753:  0.148 0.852 1    
754:  0.110 0.890 1    
755:  0.425 0.575 1    
756:  0.596 0.404 1    
757:  0.503 0.497 1    
758:  0.533 0.467 1    
759:  0.496 0.504 1    
760:  0.411 0.589 1    
761:  0.522 0.478 1    
762:  0.177 0.823 1    
763:  0.472 0.528 1    
764:  0.731 0.269 1    
765:  0.090 0.910 1    
766:  0.781 0.219 1    
767:  0.622 0.378 1    
768:  0.619 0.381 1    
769:  0.571 0.429 1    
770:  0.473 0.527 1    
771:  0.740 0.260 1    
772:  0.695 0.305 1    
773:  0.624 0.376 1    
774:  0.646 0.354 1    
775:  0.093 0.907 1    
776:  0.133 0.867 1    
777:  0.085 0.915 1    
778:  0.461 0.539 1    
779:  0.113 0.887 1    
780:  0.154 0.846 1    
781:  0.130 0.870 1    
782:  0.083 0.917 1    
783:  0.132 0.868 1    
784:  0.085 0.915 1    
785:  0.107 0.893 1    
786:  0.146 0.854 1    
787:  0.109 0.891 1    
788:  0.115 0.885 1    
789:  0.098 0.902 1    
790:  0.094 0.906 1    
791:  0.142 0.858 1    
792:  0.072 0.928 1    
793:  0.177 0.823 1    
794:  0.179 0.821 1    
795:  0.084 0.916 1    
796:  0.132 0.868 1    
797:  0.114 0.886 1    
798:  0.093 0.907 1    
799:  0.092 0.908 1    
800:  0.142 0.858 1    
801:  0.160 0.840 1    
802:  0.074 0.926 1    
803:  0.148 0.852 1    
804:  0.204 0.796 1    
805:  0.112 0.888 1    
806:  0.091 0.909 1    
807:  0.122 0.878 1    
808:  0.171 0.829 1    
809:  0.152 0.848 1    
810:  0.082 0.918 1    
811:  0.076 0.924 1    
812:  0.079 0.921 1    
813:  0.226 0.774 1    
814:  0.090 0.910 1    
815:  0.231 0.769 1    
816:  0.084 0.916 1    
817:  0.106 0.894 1    
818:  0.201 0.799 1    
819:  0.094 0.906 1    
820:  0.078 0.922 1    
821:  0.094 0.906 1    
822:  0.094 0.906 1    
823:  0.125 0.875 1    
824:  0.136 0.864 1    
825:  0.198 0.802 1    
826:  0.085 0.915 1    
827:  0.091 0.909 1    
828:  0.081 0.919 1    
829:  0.079 0.921 1    
830:  0.085 0.915 1    
831:  0.135 0.865 1    
832:  0.122 0.878 1    
833:  0.096 0.904 1    
834:  0.124 0.876 1    
835:  0.083 0.917 1    
836:  0.125 0.875 1    
837:  0.135 0.865 1    
838:  0.246 0.754 1    
839:  0.146 0.854 1    
840:  0.087 0.913 1    
841:  0.636 0.364 1    
842:  0.161 0.839 1    
843:  0.096 0.904 1    
844:  0.091 0.909 1    
845:  0.092 0.908 1    
846:  0.141 0.859 1    
847:  0.096 0.904 1    
848:  0.085 0.915 1    
849:  0.580 0.420 1    
850:  0.333 0.667 1    
851:  0.579 0.421 1    
852:  0.433 0.567 1    
853:  0.689 0.311 1    
854:  0.352 0.648 1    
855:  0.559 0.441 1    
856:  0.699 0.301 1    
857:  0.136 0.864 1    
858:  0.387 0.613 1    
859:  0.148 0.852 1    
860:  0.677 0.323 1    
861:  0.263 0.737 1    
862:  0.664 0.336 1    
863:  0.512 0.488 1    
864:  0.101 0.899 1    
865:  0.533 0.467 1    
866:  0.290 0.710 1    
867:  0.572 0.428 1    
868:  0.765 0.235 1    
869:  0.705 0.295 1    
870:  0.093 0.907 1    
871:  0.664 0.336 1    
872:  0.475 0.525 1    
873:  0.579 0.421 1    
874:  0.296 0.704 1    
875:  0.542 0.458 1    
876:  0.497 0.503 1    
877:  0.522 0.478 1    
878:  0.675 0.325 1    
879:  0.412 0.588 1    
880:  0.601 0.399 1    
881:  0.085 0.915 1    
882:  0.390 0.610 1    
883:  0.275 0.725 1    
884:  0.519 0.481 1    
885:  0.580 0.420 1    
886:  0.708 0.292 1    
887:  0.329 0.671 1    
888:  0.609 0.391 1    
889:  0.570 0.430 1    
890:  0.700 0.300 1    
891:  0.835 0.165 1    
892:  0.080 0.920 1    
893:  0.233 0.767 1    
           
           
1:    0.358 0.642 1    
2:    0.172 0.828 1    
3:    0.368 0.632 1    
4:    0.207 0.793 1    
5:    0.406 0.594 1    
6:    0.356 0.644 1    
7:    0.174 0.826 1    
8:    0.241 0.759 1    
9:    0.315 0.685 1    
10:   0.520 0.480 1    
11:   0.263 0.737 1    
12:   0.127 0.873 1    
13:   0.215 0.785 1    
14:   0.243 0.757 1    
15:   0.500 0.500 1    
16:   0.214 0.786 1    
17:   0.512 0.488 1    
18:   0.416 0.584 1    
19:   0.428 0.572 1    
20:   0.616 0.384 1    
21:   0.586 0.414 1    
22:   0.191 0.809 1    
23:   0.369 0.631 1    
24:   0.558 0.442 1    
25:   0.548 0.452 1    
26:   0.165 0.835 1    
27:   0.292 0.708 1    
28:   0.733 0.267 1    
29:   0.459 0.541 1    
30:   0.094 0.906 1    
31:   0.287 0.713 1    
32:   0.156 0.844 1    
33:   0.251 0.749 1    
34:   0.480 0.520 1    
35:   0.252 0.748 1    
36:   0.183 0.817 1    
37:   0.541 0.459 1    
38:   0.383 0.617 1    
39:   0.544 0.456 1    
40:   0.365 0.635 1    
41:   0.347 0.653 1    
42:   0.414 0.586 1    
43:   0.387 0.613 1    
44:   0.407 0.593 1    
45:   0.145 0.855 1    
46:   0.287 0.713 1    
47:   0.484 0.516 1    
48:   0.435 0.565 1    
49:   0.515 0.485 1    
50:   0.272 0.728 1    
51:   0.192 0.808 1    
52:   0.147 0.853 1    
53:   0.231 0.769 1    
54:   0.639 0.361 1    
55:   0.446 0.554 1    
56:   0.385 0.615 1    
57:   0.255 0.745 1    
58:   0.339 0.661 1    
59:   0.158 0.842 1    
60:   0.349 0.651 1    
61:   0.546 0.454 1    
62:   0.218 0.782 1    
63:   0.378 0.622 1    
64:   0.184 0.816 1    
65:   0.274 0.726 1    
66:   0.267 0.733 1    
67:   0.604 0.396 1    
68:   0.542 0.458 1    
69:   0.631 0.369 1    
70:   0.360 0.640 1    
71:   0.512 0.488 1    
72:   0.249 0.751 1    
73:   0.422 0.578 1    
74:   0.257 0.743 1    
75:   0.294 0.706 1    
76:   0.281 0.719 1    
77:   0.847 0.153 1    
78:   0.736 0.264 1    
79:   0.860 0.140 1    
80:   0.581 0.419 1    
81:   0.762 0.238 1    
82:   0.812 0.188 1    
83:   0.794 0.206 1    
84:   0.677 0.323 1    
85:   0.777 0.223 1    
86:   0.598 0.402 1    
87:   0.712 0.288 1    
88:   0.884 0.116 1    
89:   0.743 0.257 1    
90:   0.605 0.395 1    
91:   0.820 0.180 1    
92:   0.854 0.146 1    
93:   0.785 0.215 1    
94:   0.834 0.166 1    
95:   0.740 0.260 1    
96:   0.772 0.228 1    
97:   0.776 0.224 1    
98:   0.624 0.376 1    
99:   0.725 0.275 1    
100:  0.715 0.285 1    
101:  0.678 0.322 1    
102:  0.806 0.194 1    
103:  0.288 0.712 1    
104:  0.172 0.828 1    
105:  0.325 0.675 1    
