26	,	4860	3547	7078	6870	3444	3135	3335	5862	5658	5874	6268	5862	4448									
27	,	4866	3547	7082	6486	3442	3335	3737	5658	5464	5662	6868	5860	3236									
28	,	4848	3535	6672	7080	3234	3539	3535	5258	5656	5656	6268	5860	4652									
29	,	5860	3535	6870	7082	4446	3335	3335	5660	5462	5660	7272	5858	3248									
30	,	4850	3547	6876	7294	3444	3135	3337	5658	6060	5676	6068	5858	3234									
31	,	4850	3547	7070	6888	3448	3341	3133	5662	5252	5656	6868	5858	3234									
32	,	4856	3535	7678	6672	4650	4141	3335	5262	5456	5658	6262	5860	3248									
33	,	5050	3535	6468	6870	3840	3737	3939	5872	5256	5656	6868	6064	3248									
34	,	4858	3535	6668	6476	3244	3743	3535	5462	5260	5658	6870	5858	2232									
35	,	4868	3547	6682	6876	4854	3333	3537	4854	5254	5658	6268	5862	3236									
36	,	5050	3535	7074	7090	3846	3339	3335	5858	5056	5656	6870	5860	3248									
37	,	4850	3535	6670	7070	3444	3137	3535	5658	6060	5656	6868	5860	3434									
38	,	4866	3547	7080	6870	4244	3539	3139	5458	6060	5868	6868	5858	3644									
39	,	4850	3535	6872	6870	3438	3135	3335	6062	5254	7476	6872	5860	4246									
40	,	4848	3535	6878	7476	4850	3341	3535	5858	5458	6072	6262	5858	3248									
41	,	4848	3547	7678	7076	3238	3143	3539	6060	5660	5858	6268	5858	4648									
42	,	5062	3535	6872	7274	3448	3741	3335	4852	5456	6278	6668	5858	3242									
43	,	5858	3547	6072	6472	4444	2139	3535	5458	5660	5656	6268	5858	3252									
44	,	4850	3547	7076	6470	4044	2135	3333	5862	5454	5670	6872	5858	3644									
45	,	4852	3535	6676	7276	3446	2139	3333	0000	5454	5862	6868	5858	0000									
46	,	4850	3537	7074	7086	3252	3545	3335	6062	5664	5660	6266	5862	3444									
47	,	4848	3547	6870	7084	3850	3339	3535	5660	5460	5656	6262	5860	4448									
48	,	4850	3535	6874	7070	3440	3537	3335	5260	5670	5672	6868	5858	3442									
49	,	5058	3547	6478	7070	2650	3339	3337	4858	5264	5668	6068	5858	3246									
50	,	4860	3535	6870	7072	3246	3535	3335	5862	5054	5872	6262	6060	3636									
51	,	4866	3545	7074	7862	3250	3145	3335	5858	5254	5656	6064	5658	3444									
52	,	4850	3535	7880	7086	4648	3349	3335	5858	5656	5668	6268	5858	3232									
53	,	5262	3545	7074	6486	4248	3333	3133	5456	5660	5660	6262	5860	3232									
54	,	4848	3547	6874	6470	4250	3335	3335	5862	5660	6070	6872	6060	3244									
55	,	5058	3535	7086	6890	4242	3343	3535	5462	5460	5656	6868	5858	4646									
56	,	4848	3547	6674	7086	3448	2141	3337	5658	5254	6868	6268	6060	3436									
57	,	4858	3535	6868	7476	4048	3133	3335	6060	5660	5656	6262	5860	3244									
58	,	4850	3535	7682	8690	4048	3133	3335	5456	5254	6062	6268	6060	3644									
59	,	5860	3547	6670	7084	3244	3335	3333	6062	5458	5658	6872	5860	3234									
60	,	5060	3535	7274	7276	3240	3535	3335	5662	5460	6068	6270	5858	3234									
61	,	4854	3551	6874	6268	4448	2733	3535	5864	5656	5662	6868	5860	3232									
62	,	5060	3537	7070	7680	3438	4143	3335	0000	5660	5872	6268	5858	3234									
63	,	4870	3535	7074	7080	3234	3741	3535	6262	5660	5872	6870	5860	4448									
64	,	4850	3547	6272	7286	4446	3539	3535	6262	5454	6872	6868	5858	3232									
65	,	4860	3551	7072	7684	3240	3335	3333	5056	5460	5656	6872	5860	3232									
66	,	4856	3535	6470	6872	3240	3339	3535	5664	5260	5870	6262	5858	3232									
67	,	5658	3535	6878	7074	4652	4545	3535	5662	5664	5662	6868	5858	3246									
68	,	4856	3547	6870	7070	3852	2733	3335	5860	5454	5672	6870	5858	3244									
69	,	4850	3535	6870	7880	3248	3339	3537	5666	5260	5658	6872	5858	3444									
70	,	4862	3547	7474	6886	3446	3535	3535	5060	5458	5672	6268	6060	3232									
71	,	4858	3535	6668	6870	4244	3535	3335	5658	5862	5672	6268	5860	3244									
72	,	4854	3535	6868	7072	4048	2131	2935	5858	5268	5668	6868	5858	3234									
73	,	4848	3551	6868	6884	3248	3543	3535	5860	5054	5656	6270	5858	3248									
74	,	4848	3535	6876	6896	3440	3539	3335	5858	5254	5674	6868	5860	3232									
75	,	4850	4757	6268	7286	4852	3337	3135	5258	5454	5672	7070	5858	3244									
76	,	5060	3535	6874	6874	5052	4333	3335	5462	5454	5660	6868	5858	3244									
77	,	4850	3535	7472	6870	3234	3139	3537	5862	6060	6870	6866	5858	3446									
78	,	5058	3535	7070	7076	4050	3535	3335	5462	6060	5662	6260	5858	3232									
79	,	4850	3547	7478	6670	4054	3335	3131	5660	5454	7072	6268	5858	3248									
80	,	5258	3547	7470	7488	3240	3947	3335	5858	5862	5874	6272	5858	3446									
81	,	5062	3547	6874	6472	4048	3339	3333	5862	5664	5662	6868	5858	4244									
82	,	4850	3535	7670	7076	5050	3333	3539	5658	5256	5658	6268	5858	3236									
83	,	4862	3535	6876	8464	3232	3741	3335	5660	5456	6272	6268	5858	3236									
84	,	4856	3535	7270	8086	3644	3133	3337	5858	5656	6062	6262	5858	4848									
85	,	4848	3547	7684	7070	3234	3135	3535	5862	5456	5660	6868	5860	3244									
86	,	5058	3535	6874	6672	4050	3135	3537	6062	5458	5658	6868	5858	3246									
87	,	4870	3535	6268	6476	5050	3541	3335	5658	5454	6872	6068	5860	3244									
88	,	4850	3547	7078	6668	5052	3333	3535	6464	5464	5658	6066	6060	3248									
89	,	4850	3547	6868	6886	3846	2137	3135	5864	5462	7278	6868	6060	3448									
90	,	4848	3535	6670	7672	4252	3739	3135	5864	4860	5658	6268	5858	4848									
91	,	4850	3747	6274	7072	0000	3333	3335	5858	5460	5668	6268	5858	3244									
92	,	4848	3535	6874	7076	3448	3337	3333	5868	5660	5670	6870	5858	3248									
93	,	4850	3547	6876	7664	3446	3541	3539	5858	6268	5658	6268	5858	3248									
94	,	5460	3535	6876	6872	3246	3337	3339	5860	5462	5656	6868	5858	3644									
95	,	4848	3535	6880	8486	3234	2133	3335	5658	5460	5656	6868	5858	4244									
96	,	4648	3535	6674	6478	3250	2133	3133	6262	5064	5656	6870	5858	3232									
97	,	4850	3551	6674	7074	4450	3335	3333	6070	5054	6068	7262	5858	4448									
98	,	4858	3535	6668	8464	4848	3543	3535	5868	5656	5656	6668	5858	2248									
99	,	5058	3535	7876	7486	3248	3537	3335	4866	5660	5656	6262	5860	3236									
100	,	4860	3547	6870	8472	4448	3335	3337	6066	5656	5668	6262	5858	3246									
101	,	4864	3535	6870	8688	5052	3337	3135	5456	5454	5660	6868	5860	3248									
102	,	5062	3535	6676	7084	3442	3137	3535	5862	5254	5656	6262	5858	3444									
103	,	4860	3561	7084	7084	3444	3333	3135	6262	5668	5656	7260	5860	3436									
104	,	4858	3545	7078	7088	3244	3539	3535	5860	5660	5860	6868	5860	3232									
105	,	4850	3547	6870	6888	4446	3535	3335	6262	5660	5656	6266	5858	3232									
106	,	4858	3535	6268	7086	3648	3337	3541	5456	5460	5656	6868	5858	4450									
107	,	5658	3535	6878	7076	3256	4343	2935	6060	5456	5672	6868	5860	3232									
108	,	4850	3547	7880	7064	4850	3941	3135	6262	5256	6068	6268	5860	3444									
109	,	4860	3535	7278	6492	3234	3535	3535	5864	5668	5870	6262	5858	3644									
110	,	6060	3535	6276	6272	4446	3335	3135	5656	6062	5672	6868	5858	4444									
111	,	4848	3535	6870	6482	4050	3333	3535	5862	5454	5656	6268	5858	4854									
112	,	4858	3535	6668	6670	4044	3341	3535	5658	5456	5668	6068	6060	4452									
113	,	4848	4755	7082	7084	3244	3335	3535	0000	5666	5672	6266	5058	3032									
114	,	4848	3547	7088	7082	3248	3335	3335	5858	5660	5668	6668	5860	3234									
115	,	4860	3535	7486	7282	4452	3335	3135	5658	5460	6272	6062	5860	3244									
116	,	4848	3547	6668	7088	3648	3335	3535	5860	5860	7072	6062	6064	3232									
117	,	4848	3535	6672	7280	3434	3333	3535	5666	5460	5658	6268	5858	3234									
118	,	4858	3535	6870	7086	3050	3535	3535	5860	5456	5672	6868	5858	3236									
119	,	5262	4747	6874	6886	4246	3333	3535	5858	6064	5668	6268	5858	3232									
120	,	4862	4747	6874	6882	4042	3133	3335	5858	5464	6068	6268	5860	3242									
121	,	4866	3551	7074	7486	4444	3341	3535	6472	5258	5658	6268	5860	3244									
122	,	4848	3551	7070	6890	3648	3339	3135	5858	5252	5660	6268	6060	3252									
123	,	4850	4747	6868	6674	4446	3337	3335	5458	5460	7072	6868	5858	3436									
124	,	0000	3535	7076	6870	3244	1737	3335	4858	5662	5662	6868	5858	3234									
125	,	4852	3535	6874	6870	4448	3543	3535	5658	5466	5660	6068	6060	3232									
126	,	4858	3535	7076	7086	3242	3133	3333	5872	5262	6072	6262	5858	3244									
127	,	4848	3545	7070	6684	3244	3541	3339	5860	5456	5658	6268	5858	4648									
128	,	4852	3535	6688	6666	3438	3335	3137	5662	5660	5660	6068	5860	3242									
129	,	4862	3535	6888	6670	0000	3335	3537	4856	5260	5670	6868	5860	3442									
130	,	5050	3535	6268	6872	3242	3137	3535	5866	5062	5660	6268	5860	3242									
131	,	4850	4747	7072	6870	4242	3345	3133	5864	5460	5656	6868	5858	3232									
132	,	4848	3557	6872	6872	3452	3541	3539	5660	5056	5656	6268	5858	3232									
133	,	5058	3535	7076	7288	3244	3543	3339	5858	5664	5656	6868	5860	3232									
134	,	4848	3535	7074	7680	3250	3337	3539	5858	5458	5656	6868	6062	3246									
135	,	4848	3547	6868	6870	4850	2933	3535	5254	6064	5656	6268	5860	3236									
136	,	5462	3535	6882	6868	3244	3543	3135	5258	5660	5660	6868	5858	4244									
137	,	5050	3557	6872	7478	3240	3537	3333	5860	5260	5870	6868	5860	3248									
138	,	4848	3535	7084	6472	3248	3945	3141	5666	6066	5870	6872	5860	3232									
139	,	4854	3547	6874	6876	3248	2739	3135	5858	5660	5656	6868	5858	4444									
140	,	4848	3547	7080	8690	4646	3345	3535	6060	5254	5656	6868	6060	4446									
141	,	4848	3535	7678	7276	3244	3943	3135	5858	5064	5868	6868	5858	3242									
142	,	4848	3535	7274	6886	4454	3943	3335	5862	5460	5658	6268	5860	3444									
143	,	5260	3535	6668	7886	3248	3741	3537	5258	5056	6872	6868	5860	3250									
144	,	4850	3535	7070	7684	4648	3545	3541	5860	5260	5656	6872	5860	3234									
145	,	5272	3535	7082	7690	3448	2135	3335	5456	5254	5860	6268	5858	3232									
146	,	4848	3535	6674	7074	3232	3343	3535	5454	5658	5660	6068	5860	3246									
147	,	4866	3535	7866	7084	3442	3541	3335	5860	5060	5660	6262	5858	3232									
148	,	6070	3535	6870	7690	4250	1733	2935	6062	5656	5656	6068	5860	3244									
149	,	5056	3535	7070	6676	3436	3337	3135	4854	5656	5656	6062	5858	3232									
150	,	4850	3535	6668	7076	4054	3133	3335	5860	5258	5656	6268	5864	3236									
151	,	5050	3557	7078	7072	3234	3335	3133	4858	5664	5668	6868	5858	3648									
152	,	4852	3547	6876	7284	4446	3335	3335	5256	5660	5656	6270	5858	3248									
153	,	4852	4751	6868	6470	3248	3343	3335	5660	5660	6072	6868	5860	4244									
154	,	4854	4755	6874	7274	3448	3135	3135	6060	5462	5672	6268	5860	3244									
155	,	6068	4735	6870	7276	5054	3737	3535	0000	5666	5656	6272	5858	3448									
156	,	5058	3535	7070	6468	4046	3543	3539	5660	6060	5658	6868	5860	3234									
157	,	5058	3535	7070	7678	4246	3337	3335	6262	5454	5658	6268	5858	3236									
158	,	4852	3535	6872	6470	4444	3337	2931	6060	6054	6868	6868	5858	3248									
159	,	4848	3535	6668	6886	3254	3743	3535	5862	5064	5872	6868	5858	3248									
160	,	5062	3547	7476	6870	3234	3337	3537	5862	5860	5660	6262	5862	3234									
161	,	6060	3535	6072	6874	0000	3333	3133	5458	5456	6068	6272	6062	3246									
162	,	4860	4943	6068	8082	3440	2123	3543	4858	6060	5054	6680	5854	3030									
163	,	5060	3535	7272	6870	3444	3539	3535	5656	5660	5656	6868	5858	3248									
164	,	6060	3551	6868	8862	0000	3335	3535	5864	5460	5660	6262	6058	3232									
165	,	4850	3547	6272	7070	5052	3341	3133	5660	5254	5656	6268	5858	3244									
166	,	4850	3535	6870	7890	3450	3135	0000	4858	5464	5672	6268	5860	3448									
167	,	4862	3547	7476	6470	4048	3339	3337	5858	5060	5674	6668	6666	3246									
168	,	5258	3535	7084	7276	4050	3133	3535	5664	5656	5660	6268	5860	4646									
169	,	6062	3535	7070	6486	3852	3339	3335	5858	5252	6072	6868	5860	3236									
170	,	4858	3547	6076	8686	3248	3141	3539	5670	5460	5656	6262	5858	3636									
171	,	4864	3535	7074	6890	3446	3737	3335	6062	5258	5672	6868	5858	3434									
172	,	5050	3547	6278	6886	4848	3333	3335	5870	5666	5656	6870	5858	3234									
173	,	4854	3535	6676	6868	4854	3337	3335	5862	5456	5656	6868	5858	4646									
174	,	4862	3535	6876	7476	3654	3741	3137	4856	5462	5658	6868	5858	3232									
175	,	5470	3545	7084	6270	4446	4143	3535	5456	5254	5668	6868	5860	3234									
176	,	4850	3535	6868	7294	3232	3537	3335	5858	5466	6072	6868	5858	3236									
177	,	4850	3535	6270	7070	0000	3339	3335	5862	6060	5862	6268	5858	3232									
178	,	4848	3535	6876	6868	2640	3535	3535	6062	5256	5660	6268	5858	3234									
179	,	4864	3535	6668	7688	4848	3537	3537	4860	5454	5874	6868	5858	3232									
180	,	4854	4751	6876	6464	4246	3535	3335	5860	5666	6270	6872	5858	3444									
181	,	5458	3535	6876	7686	3446	3339	3335	5462	5254	5860	6872	5858	3232									
182	,	4860	3547	7082	7490	3242	3943	3335	6262	5060	5862	6268	5860	4448									
183	,	4850	3535	7480	8862	4250	3337	3335	5862	5454	6068	6868	5858	3248									
184	,	4870	3535	7074	6884	5050	3335	3539	5264	5660	5658	6262	5860	3434									
185	,	5060	3535	6270	6870	2638	3333	3139	5858	5258	5662	6268	5858	3232									
186	,	6070	3535	7074	0000	0000	3335	3135	6062	5264	5656	6268	5858	4444									
187	,	4850	3535	7076	7678	3244	2133	3335	5858	5256	5672	6268	5858	3236									
188	,	4850	3535	6870	6868	3434	3335	3135	5662	5270	5660	6872	5860	3244									
189	,	5058	3547	6278	8490	2646	3137	3535	6060	5254	5660	6268	5860	3244									
190	,	6074	3535	7076	8688	4244	3335	3535	5460	5456	5660	6062	5860	3248									
191	,	6060	3535	7078	6888	3438	3133	3335	6060	5866	6060	6068	5860	4448									
192	,	4850	3535	7082	7262	4850	3945	3333	5858	5056	5656	6868	6062	3248									
193	,	5058	3535	7482	6472	4646	3537	3333	6666	5264	5872	6268	5858	3232									
194	,	4848	3547	7284	7686	3246	3335	2935	5864	5660	7274	6870	5858	3244									
195	,	4852	3547	6670	6686	3636	3739	3537	5458	5456	6060	6068	5860	3232									
196	,	5068	3535	7482	7486	3448	2133	3135	5658	5670	0000	6062	5858	3448									
197	,	4858	3535	6268	7284	5050	3139	3135	5862	5464	5662	6268	5858	3648									
198	,	4852	5157	6868	7278	2634	3939	3333	5860	5454	5872	6268	5858	3244									
199	,	5258	3547	6672	6486	4650	3335	3335	5862	5464	5656	6268	5860	3246									
200	,	4848	3535	7676	6886	3232	3545	3335	5858	5056	5668	6870	5860	3232									
201	,	5070	3535	6670	7076	3050	3535	3537	5664	6064	5656	6270	5862	3236									
202	,	4852	3535	7070	7276	3248	3335	3539	5658	5254	7276	6868	5860	3244									
203	,	4848	3547	7074	6886	3646	3143	3535	5862	5462	5660	6870	5860	4242									
204	,	5060	3547	7482	8084	3444	3339	3535	5858	5454	6268	6268	5858	3248									
205	,	4860	3547	6268	6464	4446	3341	3335	5872	5254	6262	6870	5858	4648									
206	,	4858	3547	7274	6488	3440	3339	3535	5262	5660	5668	6868	6060	4648									
207	,	5054	3535	6872	6472	3234	3135	3335	6060	5466	5656	6066	5858	3642									
208	,	4866	3535	7070	8464	3650	2133	3335	5858	5456	5656	6268	5858	3236									
209	,	4848	3551	7482	7070	3450	3339	3535	6472	6070	5670	6268	5858	3232									
210	,	5070	3535	6670	7076	4446	3739	3335	5860	5456	5660	6870	5858	3246									
211	,	4850	3535	7476	7088	3246	3343	3135	5260	5260	5656	6870	5858	3234									
212	,	4862	3557	6074	8864	3648	3333	3335	5864	5656	5658	6868	6062	4244									
213	,	5052	3535	7072	6884	4450	3335	3335	5858	5054	7274	6860	5858	3248									
214	,	4860	3535	7070	7092	3234	3341	3335	5672	5660	5658	6868	5860	4244									
215	,	5050	3535	6276	7280	3234	3739	3539	5658	5260	5658	6872	5862	3244									
216	,	4870	3547	6678	8286	3240	2733	3335	6062	5660	5858	6668	5858	3242									
217	,	5062	3535	6270	7076	3448	3139	3335	5462	5456	7272	6868	5860	3244									
218	,	4862	3535	6874	6670	3446	3337	3335	5658	5266	5658	6262	5858	4244									
219	,	4848	3537	6872	7088	0000	2333	3543	6060	5656	5658	6062	5858	3228									
220	,	4856	3547	6674	8686	2626	3537	3335	5458	5660	5672	6668	5858	3234									
221	,	4848	4757	6668	6884	3450	2137	3539	5658	6666	5672	6268	5858	3246									
222	,	4850	3547	6468	6476	4646	3541	3139	4860	5660	6068	6268	5858	3248									
223	,	4856	3547	7474	7076	3250	3339	3535	5462	5456	5656	6872	5858	3232									
224	,	4860	3535	6272	7094	3234	3539	3537	5862	5460	6062	6868	5860	3244									
225	,	4858	3547	6876	6684	2626	2133	3535	5660	5456	5668	6268	5862	3232									
226	,	6064	3537	6678	7680	3244	3335	3135	5870	5054	6268	6868	5858	3234									
227	,	4848	3535	6272	6870	3244	4145	3335	5662	5464	5668	6262	6064	3246									
228	,	5052	3547	7270	8672	4446	4143	3135	5858	5260	7272	6868	5860	3236									
229	,	5058	3535	6268	7072	4050	3335	3335	5860	5656	5656	6668	5860	4848									
230	,	5260	3535	6474	7064	3240	3337	3535	5662	4852	5870	6268	5858	3232									
231	,	5060	3555	6672	7064	4048	3541	3537	5860	5268	5656	6868	5860	3242									
232	,	4856	3535	6466	6868	3242	3539	3335	5658	5254	5660	6868	5858	3232									
233	,	5862	3547	6668	6470	3646	3343	3335	5458	5460	5860	6262	5860	2242									
234	,	4848	3547	7070	7070	4052	3535	3135	5862	5456	5672	6062	5858	3644									
235	,	4850	3535	6868	7694	4646	3139	3333	5862	5454	5658	6262	5860	3248									
236	,	4864	4757	6666	7278	3846	3535	3135	5862	5660	6868	6266	5862	3246									
237	,	5050	3547	6668	7086	4448	3139	3335	5862	5456	5672	6262	5858	3232									
238	,	4850	3535	6268	7076	3252	3539	3535	5662	5460	5656	6868	5858	3250									
239	,	5060	3535	6874	7072	3850	3539	3335	5858	6066	5872	6868	5860	3232									
240	,	4648	3547	7482	7076	3648	2735	3335	5866	5060	5656	6062	5858	4446									
241	,	4660	3535	6870	6470	3638	3535	3335	4858	5256	6070	6062	5858	3446									
242	,	5062	3535	6668	6470	4046	3335	3133	5658	5454	5660	6268	5860	3232									
243	,	4852	3535	7272	6486	3246	3335	3333	5860	5660	6868	6868	5858	3244									
244	,	4850	3547	6674	6872	3440	3943	3535	5860	5660	6074	6068	5858	3236									
245	,	4850	3551	6468	7290	3446	3345	3133	5662	5256	5668	6872	5860	3434									
246	,	5062	3551	6872	7076	3452	3743	3135	5858	5262	7276	6262	5860	3232									
247	,	4858	3547	7074	7072	5050	3537	3335	5258	5768	7274	6268	5860	3234									
248	,	5460	3535	7080	7086	4646	3335	3333	6062	5252	6272	6062	5864	3232									
249	,	4860	3751	6670	6468	4648	3539	3535	5664	5056	5656	6468	5858	3244									
250	,	4850	3535	7072	6870	4252	3545	3135	5664	5260	6472	6268	6064	4448									
251	,	4850	3535	7074	6472	3438	3141	3335	4852	6062	5672	6868	5858	4852									
252	,	4856	3535	7072	7292	3248	3543	3337	5256	5256	5656	6268	5860	3232									
253	,	4860	3547	7070	6676	3448	3333	3535	6062	5060	5656	6272	5858	4648									
254	,	4848	3535	7474	7676	3440	3337	3539	5864	5456	5660	6668	5860	4446									
255	,	4854	3535	6270	6486	3434	3745	3939	5860	5658	5656	6264	5862	3234									
256	,	5464	3535	6886	7688	5054	3337	3539	5658	5656	5668	6268	5860	3248									
257	,	4862	3547	6870	6668	3434	3543	3335	5662	6060	5860	6262	6062	3444									
258	,	5458	3535	6880	6888	3448	3339	3133	5656	5256	6472	6668	5858	3446									
259	,	5056	3547	6668	6490	4044	2139	3535	0000	5254	5656	6868	5858	3232									
260	,	5060	3535	6880	7294	4654	3335	3135	0000	5660	5672	6268	6060	3646									
261	,	5050	3547	6682	7290	4246	3535	3535	4864	5464	5672	6268	5858	3232									
262	,	4858	3547	7070	6868	3434	3737	3335	5858	5258	5666	6868	5860	3234									
263	,	5058	3557	7076	6872	2646	3541	3335	5658	6060	5656	6870	5858	3232									
264	,	4848	3535	6884	7070	4646	3335	3335	5668	5456	5662	6868	5860	3232									
265	,	4862	3535	7072	7690	4048	3345	3133	5858	5462	6068	6268	5858	3236									
266	,	5256	3547	7072	6872	4652	2133	3335	6270	5254	5660	6268	5860	3232									
267	,	4860	3535	6874	6470	3248	3341	3335	6064	5060	5668	6264	5858	3232									
268	,	5860	3535	7072	8290	3250	3741	3341	5864	5258	5672	6868	5860	3242									
269	,	5658	3535	7272	6466	4250	3135	3133	5862	4856	5870	6670	5860	3444									
270	,	4868	3535	6874	7074	4650	3535	3335	5258	5664	5658	6468	5858	4444									
271	,	5662	3535	7070	7278	3848	3343	3535	4858	5056	5672	6268	6060	3244									
272	,	4868	3557	6280	6466	3252	2135	3135	6062	5464	5660	6268	5860	2246									
273	,	4850	3535	7074	6468	3234	3333	3335	4858	5252	5656	6868	5858	3244									
274	,	5050	3535	6870	7686	3250	3335	3335	5860	5454	5668	6266	5860	3236									
275	,	5054	3547	6874	7072	3246	3133	3337	5456	5656	5656	6868	5858	3434									
276	,	6060	3535	7070	7684	3234	3133	3335	5660	5456	0000	6268	5860	3246									
277	,	4848	3557	6870	6488	3448	3539	3335	5858	5656	5656	6868	5860	4444									
278	,	4848	3547	6872	6886	3448	3133	3133	5860	5454	5660	6268	5860	3244									
279	,	5054	3535	6264	6870	4044	3535	3335	5860	5258	6268	6868	5858	3232									
280	,	4850	3535	6472	8892	3238	3737	3539	0000	5254	7272	6868	5658	3244									
281	,	4848	3535	7476	8084	4648	3539	3333	5262	5656	5672	6868	5858	3248									
282	,	4866	3535	6076	7070	3446	3337	3135	5860	5664	5672	6668	5860	3232									
283	,	4850	3535	6274	6868	4848	3333	3333	5260	5260	5862	6268	5860	3232									
284	,	4858	3535	6666	6868	3844	3339	3539	5256	5256	5660	6268	5864	4448									
285	,	4658	3535	6676	6874	4048	2735	3539	5858	5664	6468	6870	5858	4446									
286	,	5062	3557	6878	8486	4850	3535	3333	5658	5460	5870	6868	5858	3246									
287	,	6062	3535	7484	7276	3244	2135	3335	5868	5464	5858	6262	5858	3246									
288	,	5068	3535	6880	6472	3252	2735	3335	5454	5454	5658	6266	5860	4446									
289	,	4850	3535	6680	6870	3238	3333	3135	5862	6060	5672	6466	5860	4446									
290	,	4848	3535	6470	6870	3448	3339	3537	5460	5460	5660	6872	5860	3232									
291	,	4862	3535	7076	8486	4448	3739	3335	5860	6060	5656	6868	6060	4448									
292	,	4860	3547	7074	7284	3846	3341	3535	5862	5454	5672	6468	5860	3448									
293	,	4850	3551	6274	8494	3438	2135	3133	5862	5864	5862	6262	5860	3236									
294	,	4850	4747	7272	7070	3446	3335	3939	5862	5656	5658	6068	5858	3244									
295	,	4848	3547	7280	6276	3436	3335	3535	5460	5666	5656	6268	5858	3436									
296	,	5858	3545	7076	8486	3450	3335	3133	5864	5256	5658	6668	5858	3250									
297	,	4848	3535	6270	8092	3032	3537	3135	6062	5664	6062	6868	5860	4646									
298	,	4850	3547	6078	7074	3844	3335	3535	5872	4866	5662	6262	6062	3448									
299	,	4848	3547	7070	7076	4850	3535	3539	5662	5660	5872	6868	5860	3442									
300	,	4858	3535	6668	6876	3244	3535	3335	5862	6062	5656	6068	5858	3434
