77	,	6666	1022	9698	1216	3030	1236	3555	3030	7080						
78	,	6666	1030	2022	1416	3052	1010	3553	3030	7888						
79	,	6068	3436	2092	1214	3036	1010	5062	2630	7692						
80	,	6668	3246	9697	1414	3030	1014	4755	3032	7880						
81	,	6066	3436	2096	1416	3032	1038	3942	2634	7884						
82	,	6666	2632	9898	1216	3034	1010	4348	2630	7484						
83	,	6666	1846	9696	1214	3246	1624	5059	2630	7476						
84	,	6666	2432	9596	1416	3038	1010	4551	3030	8082						
85	,	6466	1234	9898	1414	3040	1438	4651	3030	7680						
86	,	6668	1234	9596	1414	3030	1038	4343	3032	7892						
87	,	6666	2828	9698	1414	3032	1010	5959	3030	7480						
88	,	6666	3638	9898	1418	3030	1228	5555	3030	8086						
89	,	6668	3442	9698	1214	3044	1428	0000	2630	0000						
90	,	6666	3636	9698	1428	3038	0000	3840	3032	7680
