1:    0.431 0.569 1    
142:  0.413 0.587 1    
143:  0.517 0.483 1    
144:  0.690 0.310 1    
145:  0.753 0.247 1    
146:  0.459 0.541 1    
147:  0.704 0.296 1    
148:  0.637 0.363 1    
149:  0.469 0.531 1    
150:  0.382 0.618 1    
151:  0.502 0.498 1    
152:  0.517 0.483 1    
153:  0.490 0.510 1    
154:  0.619 0.381 1    
155:  0.523 0.477 1    
156:  0.586 0.414 1    
157:  0.640 0.360 1    
158:  0.374 0.626 1    
159:  0.638 0.362 1    
160:  0.617 0.383 1    
161:  0.383 0.617 1    
162:  0.607 0.393 1    
163:  0.516 0.484 1    
164:  0.525 0.475 1    
165:  0.667 0.333 1    
166:  0.503 0.497 1    
167:  0.606 0.394 1    
168:  0.452 0.548 1    
169:  0.494 0.506 1    
170:  0.658 0.342 1    
171:  0.642 0.358 1    
172:  0.650 0.350 1    
173:  0.506 0.494 1    
174:  0.576 0.424 1    
175:  0.564 0.436 1    
176:  0.484 0.516 1    
177:  0.488 0.512 1    
178:  0.617 0.383 1    
179:  0.631 0.369 1    
180:  0.776 0.224 1    
181:  0.511 0.489 1    
182:  0.342 0.658 1    
183:  0.392 0.608 1    
184:  0.400 0.600 1    
185:  0.483 0.517 1    
186:  0.504 0.496 1    
187:  0.518 0.482 1    
188:  0.534 0.466 1    
189:  0.662 0.338 1    
190:  0.418 0.582 1    
191:  0.629 0.371 1    
192:  0.254 0.746 1    
193:  0.285 0.715 1    
194:  0.362 0.638 1    
195:  0.427 0.573 1    
196:  0.694 0.306 1    
197:  0.532 0.468 1    
198:  0.649 0.351 1    
199:  0.513 0.487 1    
200:  0.489 0.511 1    
201:  0.432 0.568 1    
202:  0.797 0.203 1    
203:  0.390 0.610 1    
204:  0.635 0.365 1    
205:  0.711 0.289 1    
206:  0.643 0.357 1    
207:  0.582 0.418 1    
208:  0.705 0.295 1    
209:  0.383 0.617 1    
210:  0.664 0.336 1    
211:  0.566 0.434 1    
212:  0.424 0.576 1    
213:  0.480 0.520 1    
214:  0.529 0.471 1    
215:  0.495 0.505 1    
216:  0.551 0.449 1    
217:  0.522 0.478 1    
218:  0.600 0.400 1    
219:  0.726 0.274 1    
220:  0.435 0.565 1    
221:  0.611 0.389 1    
222:  0.472 0.528 1    
223:  0.339 0.661 1    
224:  0.601 0.399 1    
225:  0.659 0.341 1    
226:  0.680 0.320 1    
227:  0.332 0.668 1    
228:  0.516 0.484 1    
229:  0.709 0.291 1    
230:  0.437 0.563 1    
231:  0.747 0.253 1    
232:  0.649 0.351 1    
233:  0.580 0.420 1    
234:  0.607 0.393 1    
235:  0.735 0.265 1    
236:  0.682 0.318 1    
237:  0.644 0.356 1    
238:  0.510 0.490 1    
239:  0.846 0.154 1    
240:  0.354 0.646 1    
241:  0.641 0.359 1    
242:  0.537 0.463 1    
243:  0.691 0.309 1    
244:  0.565 0.435 1    
245:  0.690 0.310 1    
246:  0.794 0.206 1    
247:  0.503 0.497 1    
248:  0.539 0.461 1    
249:  0.320 0.680 1    
250:  0.545 0.455 1    
251:  0.429 0.571 1    
252:  0.753 0.247 1    
253:  0.375 0.625 1    
254:  0.199 0.801 1    
255:  0.519 0.481 1    
256:  0.446 0.554 1    
257:  0.435 0.565 1    
258:  0.576 0.424 1    
259:  0.623 0.377 1    
260:  0.789 0.211 1    
261:  0.618 0.382 1    
262:  0.631 0.369 1    
263:  0.514 0.486 1    
264:  0.710 0.290 1    
265:  0.442 0.558 1    
266:  0.640 0.360 1    
267:  0.616 0.384 1    
268:  0.579 0.421 1    
269:  0.556 0.444 1    
270:  0.236 0.764 1    
271:  0.487 0.513 1    
272:  0.600 0.400 1    
273:  0.750 0.250 1    
274:  0.759 0.241 1    
275:  0.563 0.437 1    
276:  0.599 0.401 1    
277:  0.463 0.537 1    
278:  0.468 0.532 1    
279:  0.768 0.232 1    
280:  0.696 0.304 1    
281:  0.380 0.620 1    
282:  0.675 0.325 1    
283:  0.705 0.295 1    
284:  0.580 0.420 1    
285:  0.573 0.427 1    
286:  0.384 0.616 1    
287:  0.656 0.344 1    
288:  0.677 0.323 1    
289:  0.558 0.442 1    
290:  0.694 0.306 1    
291:  0.505 0.495 1    
292:  0.384 0.616 1    
293:  0.613 0.387 1    
294:  0.598 0.402 1    
295:  0.526 0.474 1    
296:  0.381 0.619 1    
297:  0.627 0.373 1    
298:  0.750 0.250 1    
299:  0.547 0.453 1    
300:  0.460 0.540 1    
301:  0.412 0.588 1    
302:  0.530 0.470 1    
303:  0.620 0.380 1    
304:  0.637 0.363 1    
305:  0.651 0.349 1    
306:  0.451 0.549 1    
307:  0.702 0.298 1    
308:  0.609 0.391 1    
309:  0.615 0.385 1    
310:  0.349 0.651 1    
311:  0.670 0.330 1    
312:  0.558 0.442 1    
313:  0.703 0.297 1    
314:  0.674 0.326 1    
315:  0.648 0.352 1    
316:  0.371 0.629 1    
317:  0.602 0.398 1    
318:  0.646 0.354 1    
319:  0.607 0.393 1    
320:  0.640 0.360 1    
321:  0.342 0.658 1    
322:  0.569 0.431 1    
323:  0.609 0.391 1    
324:  0.516 0.484 1    
325:  0.710 0.290 1    
326:  0.602 0.398 1    
327:  0.312 0.688 1    
328:  0.788 0.212 1    
329:  0.609 0.391 1    
330:  0.483 0.517 1    
331:  0.584 0.416 1    
332:  0.702 0.298 1    
333:  0.626 0.374 1    
334:  0.549 0.451 1    
335:  0.365 0.635 1    
336:  0.474 0.526 1    
337:  0.611 0.389 1    
338:  0.721 0.279 1    
339:  0.378 0.622 1    
340:  0.327 0.673 1    
341:  0.489 0.511 1    
342:  0.639 0.361 1    
343:  0.573 0.427 1    
344:  0.491 0.509 1    
345:  0.675 0.325 1    
346:  0.708 0.292 1    
347:  0.511 0.489 1    
348:  0.586 0.414 1    
349:  0.524 0.476 1    
350:  0.439 0.561 1    
351:  0.595 0.405 1    
352:  0.754 0.246 1    
353:  0.218 0.782 1    
354:  0.685 0.315 1    
355:  0.625 0.375 1    
356:  0.534 0.466 1    
357:  0.481 0.519 1    
358:  0.641 0.359 1    
359:  0.493 0.507 1    
360:  0.468 0.532 1    
361:  0.623 0.377 1    
362:  0.332 0.668 1    
363:  0.397 0.603 1    
364:  0.472 0.528 1    
365:  0.362 0.638 1    
366:  0.550 0.450 1    
367:  0.238 0.762 1    
368:  0.591 0.409 1    
369:  0.677 0.323 1    
370:  0.464 0.536 1    
371:  0.491 0.509 1    
372:  0.641 0.359 1    
373:  0.443 0.557 1    
374:  0.564 0.436 1    
375:  0.495 0.505 1    
376:  0.405 0.595 1    
377:  0.543 0.457 1    
378:  0.598 0.402 1    
379:  0.556 0.444 1    
380:  0.407 0.593 1    
381:  0.638 0.362 1    
382:  0.704 0.296 1    
383:  0.585 0.415 1    
384:  0.780 0.220 1    
385:  0.397 0.603 1    
386:  0.644 0.356 1    
387:  0.412 0.588 1    
388:  0.221 0.779 1    
389:  0.292 0.708 1    
390:  0.608 0.392 1    
391:  0.585 0.415 1    
392:  0.462 0.538 1    
393:  0.729 0.271 1    
394:  0.454 0.546 1    
395:  0.437 0.563 1    
396:  0.448 0.552 1    
397:  0.328 0.672 1    
398:  0.713 0.287 1    
399:  0.737 0.263 1    
400:  0.495 0.505 1    
401:  0.381 0.619 1    
402:  0.467 0.533 1    
403:  0.328 0.672 1    
404:  0.622 0.378 1    
405:  0.599 0.401 1    
406:  0.271 0.729 1    
407:  0.362 0.638 1    
408:  0.733 0.267 1    
409:  0.509 0.491 1    
410:  0.416 0.584 1    
411:  0.684 0.316 1    
412:  0.496 0.504 1    
413:  0.765 0.235 1    
414:  0.363 0.637 1    
415:  0.502 0.498 1    
416:  0.704 0.296 1    
417:  0.391 0.609 1    
418:  0.727 0.273 1    
419:  0.478 0.522 1    
420:  0.338 0.662 1    
421:  0.588 0.412 1    
422:  0.751 0.249 1    
423:  0.622 0.378 1    
424:  0.409 0.591 1    
425:  0.390 0.610 1    
426:  0.497 0.503 1    
427:  0.690 0.310 1    
428:  0.402 0.598 1    
429:  0.325 0.675 1    
430:  0.594 0.406 1    
431:  0.666 0.334 1    
432:  0.711 0.289 1    
433:  0.755 0.245 1    
434:  0.600 0.400 1    
435:  0.480 0.520 1    
436:  0.555 0.445 1    
437:  0.658 0.342 1    
438:  0.598 0.402 1    
439:  0.359 0.641 1    
440:  0.770 0.230 1    
441:  0.389 0.611 1    
442:  0.346 0.654 1    
443:  0.671 0.329 1    
444:  0.777 0.223 1    
445:  0.595 0.405 1    
446:  0.630 0.370 1    
447:  0.394 0.606 1    
448:  0.549 0.451 1    
449:  0.702 0.298 1    
450:  0.427 0.573 1    
451:  0.342 0.658 1    
452:  0.714 0.286 1    
453:  0.439 0.561 1    
454:  0.514 0.486 1    
455:  0.628 0.372 1    
456:  0.559 0.441 1    
457:  0.731 0.269 1    
458:  0.666 0.334 1    
459:  0.400 0.600 1    
460:  0.282 0.718 1    
461:  0.569 0.431 1    
462:  0.612 0.388 1    
463:  0.726 0.274 1    
464:  0.676 0.324 1    
465:  0.505 0.495 1    
466:  0.379 0.621 1    
467:  0.671 0.329 1    
468:  0.619 0.381 1    
469:  0.725 0.275 1    
470:  0.449 0.551 1    
471:  0.442 0.558 1    
472:  0.533 0.467 1    
473:  0.680 0.320 1    
474:  0.582 0.418 1    
475:  0.806 0.194 1    
476:  0.370 0.630 1    
477:  0.488 0.512 1    
478:  0.588 0.412 1    
479:  0.528 0.472 1    
480:  0.442 0.558 1    
481:  0.430 0.570 1    
482:  0.400 0.600 1    
483:  0.656 0.344 1    
484:  0.424 0.576 1    
485:  0.414 0.586 1    
486:  0.505 0.495 1    
487:  0.546 0.454 1    
488:  0.362 0.638 1    
489:  0.596 0.404 1    
490:  0.450 0.550 1    
491:  0.545 0.455 1    
492:  0.382 0.618 1    
493:  0.722 0.278 1    
494:  0.646 0.354 1    
495:  0.492 0.508 1    
496:  0.428 0.572 1    
497:  0.595 0.405 1    
498:  0.720 0.280 1    
499:  0.380 0.620 1    
500:  0.675 0.325 1    
501:  0.460 0.540 1    
502:  0.662 0.338 1    
503:  0.633 0.367 1    
504:  0.824 0.176 1    
505:  0.273 0.727 1    
506:  0.292 0.708 1    
507:  0.419 0.581 1    
508:  0.648 0.352 1    
509:  0.356 0.644 1    
510:  0.559 0.441 1    
511:  0.575 0.425 1    
512:  0.379 0.621 1    
513:  0.625 0.375 1    
514:  0.413 0.587 1    
515:  0.445 0.555 1    
516:  0.374 0.626 1    
517:  0.691 0.309 1    
518:  0.468 0.532 1    
519:  0.797 0.203 1    
520:  0.632 0.368 1    
521:  0.558 0.442 1    
522:  0.322 0.678 1    
523:  0.728 0.272 1    
524:  0.495 0.505 1    
525:  0.360 0.640 1    
526:  0.740 0.260 1    
527:  0.395 0.605 1    
528:  0.406 0.594 1    
529:  0.518 0.482 1    
530:  0.431 0.569 1    
531:  0.562 0.438 1    
532:  0.586 0.414 1    
533:  0.573 0.427 1    
534:  0.617 0.383 1    
535:  0.511 0.489 1    
536:  0.508 0.492 1    
537:  0.353 0.647 1    
538:  0.269 0.731 1    
539:  0.428 0.572 1    
540:  0.639 0.361 1    
541:  0.716 0.284 1    
542:  0.676 0.324 1    
543:  0.773 0.227 1    
544:  0.632 0.368 1    
545:  0.598 0.402 1    
546:  0.795 0.205 1    
547:  0.557 0.443 1    
548:  0.737 0.263 1    
549:  0.657 0.343 1    
550:  0.751 0.249 1    
551:  0.659 0.341 1    
552:  0.591 0.409 1    
553:  0.602 0.398 1    
554:  0.665 0.335 1    
555:  0.507 0.493 1    
556:  0.541 0.459 1    
557:  0.446 0.554 1    
558:  0.324 0.676 1    
559:  0.194 0.806 1    
560:  0.501 0.499 1    
561:  0.205 0.795 1    
562:  0.391 0.609 1    
563:  0.206 0.794 1    
564:  0.376 0.624 1    
565:  0.229 0.771 1    
566:  0.388 0.612 1    
567:  0.378 0.622 1    
568:  0.555 0.445 1    
569:  0.311 0.689 1    
570:  0.451 0.549 1    
571:  0.288 0.712 1    
572:  0.324 0.676 1    
573:  0.226 0.774 1    
574:  0.324 0.676 1    
575:  0.292 0.708 1    
576:  0.324 0.676 1    
577:  0.266 0.734 1    
578:  0.321 0.679 1    
579:  0.287 0.713 1    
580:  0.210 0.790 1    
581:  0.425 0.575 1    
582:  0.258 0.742 1    
583:  0.181 0.819 1    
584:  0.238 0.762 1    
585:  0.236 0.764 1    
586:  0.324 0.676 1    
587:  0.357 0.643 1    
588:  0.408 0.592 1    
589:  0.397 0.603 1    
590:  0.188 0.812 1    
591:  0.316 0.684 1    
592:  0.296 0.704 1    
593:  0.290 0.710 1    
594:  0.197 0.803 1    
595:  0.194 0.806 1    
596:  0.299 0.701 1    
597:  0.245 0.755 1    
598:  0.170 0.830 1    
599:  0.234 0.766 1    
600:  0.431 0.569 1    
601:  0.231 0.769 1    
602:  0.151 0.849 1    
603:  0.294 0.706 1    
604:  0.203 0.797 1    
605:  0.217 0.783 1    
606:  0.383 0.617 1    
607:  0.334 0.666 1    
608:  0.225 0.775 1    
609:  0.348 0.652 1    
610:  0.192 0.808 1    
611:  0.347 0.653 1    
612:  0.188 0.812 1    
613:  0.384 0.616 1    
614:  0.243 0.757 1    
615:  0.257 0.743 1    
616:  0.214 0.786 1    
617:  0.341 0.659 1    
618:  0.212 0.788 1    
619:  0.184 0.816 1    
620:  0.143 0.857 1    
621:  0.240 0.760 1    
622:  0.234 0.766 1    
623:  0.224 0.776 1    
624:  0.255 0.745 1    
625:  0.238 0.762 1    
626:  0.153 0.847 1    
627:  0.177 0.823 1    
628:  0.196 0.804 1    
629:  0.180 0.820 1    
630:  0.233 0.767 1    
631:  0.185 0.815 1    
632:  0.283 0.717 1    
633:  0.172 0.828 1    
634:  0.314 0.686 1    
635:  0.303 0.697 1    
636:  0.189 0.811 1    
637:  0.174 0.826 1    
638:  0.280 0.720 1    
639:  0.167 0.833 1    
640:  0.206 0.794 1    
641:  0.202 0.798 1    
642:  0.233 0.767 1    
643:  0.223 0.777 1    
644:  0.261 0.739 1    
645:  0.220 0.780 1    
646:  0.228 0.772 1    
647:  0.462 0.538 1    
648:  0.329 0.671 1    
649:  0.193 0.807 1    
650:  0.202 0.798 1    
651:  0.223 0.777 1    
652:  0.260 0.740 1    
653:  0.303 0.697 1    
654:  0.209 0.791 1    
655:  0.232 0.768 1    
656:  0.149 0.851 1    
657:  0.167 0.833 1    
658:  0.223 0.777 1    
659:  0.325 0.675 1    
660:  0.162 0.838 1    
661:  0.405 0.595 1    
662:  0.172 0.828 1    
663:  0.268 0.732 1    
664:  0.264 0.736 1    
665:  0.176 0.824 1    
666:  0.168 0.832 1    
667:  0.239 0.761 1    
668:  0.204 0.796 1    
           
           
1:    0.430 0.570 1    
2:    0.617 0.383 1    
3:    0.592 0.408 1    
4:    0.516 0.484 1    
5:    0.697 0.303 1    
6:    0.571 0.429 1    
7:    0.718 0.282 1    
8:    0.270 0.730 1    
9:    0.763 0.237 1    
10:   0.591 0.409 1    
11:   0.744 0.256 1    
12:   0.649 0.351 1    
13:   0.667 0.333 1    
14:   0.582 0.418 1    
15:   0.547 0.453 1    
16:   0.655 0.345 1    
17:   0.645 0.355 1    
18:   0.431 0.569 1    
19:   0.451 0.549 1    
20:   0.731 0.269 1    
21:   0.637 0.363 1    
22:   0.777 0.223 1    
23:   0.538 0.462 1    
24:   0.635 0.365 1    
25:   0.673 0.327 1    
26:   0.656 0.344 1    
27:   0.584 0.416 1    
28:   0.658 0.342 1    
29:   0.783 0.217 1    
30:   0.636 0.364 1    
31:   0.496 0.504 1    
32:   0.722 0.278 1    
33:   0.580 0.420 1    
34:   0.532 0.468 1    
35:   0.524 0.476 1    
36:   0.785 0.215 1    
37:   0.688 0.312 1    
38:   0.760 0.240 1    
39:   0.624 0.376 1    
40:   0.357 0.643 1    
41:   0.679 0.321 1    
42:   0.731 0.269 1    
43:   0.498 0.502 1    
44:   0.664 0.336 1    
45:   0.767 0.233 1    
46:   0.694 0.306 1    
47:   0.588 0.412 1    
48:   0.450 0.550 1    
49:   0.665 0.335 1    
50:   0.798 0.202 1    
51:   0.592 0.408 1    
52:   0.716 0.284 1    
53:   0.674 0.326 1    
54:   0.523 0.477 1    
55:   0.413 0.587 1    
56:   0.635 0.365 1    
57:   0.815 0.185 1    
58:   0.676 0.324 1    
59:   0.815 0.185 1    
60:   0.720 0.280 1    
61:   0.443 0.557 1    
62:   0.816 0.184 1    
63:   0.600 0.400 1    
64:   0.659 0.341 1    
65:   0.553 0.447 1    
66:   0.663 0.337 1    
67:   0.759 0.241 1    
68:   0.725 0.275 1    
69:   0.578 0.422 1    
70:   0.423 0.577 1    
71:   0.503 0.497 1    
72:   0.767 0.233 1    
73:   0.494 0.506 1    
74:   0.533 0.467 1    
75:   0.691 0.309 1    
76:   0.394 0.606 1    
77:   0.465 0.535 1    
78:   0.501 0.499 1    
79:   0.742 0.258 1    
80:   0.495 0.505 1    
81:   0.406 0.594 1    
82:   0.523 0.477 1    
83:   0.461 0.539 1    
84:   0.457 0.543 1    
85:   0.632 0.368 1    
86:   0.414 0.586 1    
87:   0.696 0.304 1    
88:   0.618 0.382 1    
89:   0.526 0.474 1    
90:   0.383 0.617 1    
91:   0.524 0.476 1    
92:   0.549 0.451 1    
93:   0.598 0.402 1    
94:   0.318 0.682 1    
95:   0.691 0.309 1    
96:   0.595 0.405 1    
97:   0.690 0.310 1    
98:   0.623 0.377 1    
99:   0.603 0.397 1    
100:  0.543 0.457 1    
101:  0.411 0.589 1    
102:  0.730 0.270 1    
103:  0.320 0.680 1    
104:  0.625 0.375 1    
105:  0.583 0.417 1    
106:  0.479 0.521 1    
107:  0.545 0.455 1    
108:  0.592 0.408 1    
109:  0.588 0.412 1    
110:  0.600 0.400 1    
111:  0.524 0.476 1    
112:  0.511 0.489 1    
113:  0.718 0.282 1    
114:  0.455 0.545 1    
115:  0.576 0.424 1    
116:  0.676 0.324 1    
117:  0.556 0.444 1    
118:  0.517 0.483 1    
119:  0.447 0.553 1    
120:  0.378 0.622 1    
121:  0.492 0.508 1    
122:  0.558 0.442 1    
123:  0.679 0.321 1    
124:  0.687 0.313 1    
125:  0.382 0.618 1    
126:  0.705 0.295 1    
127:  0.609 0.391 1    
128:  0.631 0.369 1    
129:  0.318 0.682 1    
130:  0.428 0.572 1    
131:  0.613 0.387 1    
132:  0.626 0.374 1    
133:  0.652 0.348 1    
134:  0.567 0.433 1    
135:  0.256 0.744 1    
136:  0.569 0.431 1    
137:  0.345 0.655 1    
138:  0.661 0.339 1    
139:  0.512 0.488 1    
140:  0.539 0.461 1    
141:  0.487 0.513 1    
142:  0.410 0.590 1    
143:  0.522 0.478 1    
144:  0.694 0.306 1    
145:  0.759 0.241 1    
146:  0.455 0.545 1    
147:  0.709 0.291 1    
148:  0.640 0.360 1    
149:  0.466 0.534 1    
150:  0.377 0.623 1    
151:  0.500 0.500 1    
152:  0.519 0.481 1    
153:  0.488 0.512 1    
154:  0.620 0.380 1    
155:  0.523 0.477 1    
156:  0.589 0.411 1    
157:  0.639 0.361 1    
158:  0.366 0.634 1    
159:  0.645 0.355 1    
160:  0.617 0.383 1    
161:  0.378 0.622 1    
162:  0.610 0.390 1    
163:  0.519 0.481 1    
164:  0.525 0.475 1    
165:  0.672 0.328 1    
166:  0.506 0.494 1    
167:  0.609 0.391 1    
168:  0.452 0.548 1    
169:  0.491 0.509 1    
170:  0.659 0.341 1    
171:  0.649 0.351 1    
172:  0.654 0.346 1    
173:  0.509 0.491 1    
174:  0.577 0.423 1    
175:  0.565 0.435 1    
176:  0.480 0.520 1    
177:  0.485 0.515 1    
178:  0.621 0.379 1    
179:  0.635 0.365 1    
180:  0.780 0.220 1    
181:  0.512 0.488 1    
182:  0.338 0.662 1    
183:  0.388 0.612 1    
184:  0.396 0.604 1    
185:  0.481 0.519 1    
186:  0.508 0.492 1    
187:  0.520 0.480 1    
188:  0.534 0.466 1    
189:  0.668 0.332 1    
190:  0.418 0.582 1    
191:  0.632 0.368 1    
192:  0.246 0.754 1    
193:  0.278 0.722 1    
194:  0.356 0.644 1    
195:  0.427 0.573 1    
196:  0.704 0.296 1    
197:  0.535 0.465 1    
198:  0.653 0.347 1    
199:  0.518 0.482 1    
200:  0.488 0.512 1    
201:  0.425 0.575 1    
202:  0.804 0.196 1    
203:  0.387 0.613 1    
204:  0.642 0.358 1    
205:  0.715 0.285 1    
206:  0.649 0.351 1    
207:  0.586 0.414 1    
208:  0.709 0.291 1    
209:  0.379 0.621 1    
210:  0.667 0.333 1    
211:  0.572 0.428 1    
212:  0.424 0.576 1    
213:  0.477 0.523 1    
214:  0.532 0.468 1    
215:  0.487 0.513 1    
216:  0.555 0.445 1    
217:  0.523 0.477 1    
218:  0.608 0.392 1    
219:  0.730 0.270 1    
220:  0.433 0.567 1    
221:  0.612 0.388 1    
222:  0.472 0.528 1    
223:  0.337 0.663 1    
224:  0.603 0.397 1    
225:  0.662 0.338 1    
226:  0.687 0.313 1    
227:  0.333 0.667 1    
228:  0.517 0.483 1    
229:  0.714 0.286 1    
230:  0.435 0.565 1    
231:  0.752 0.248 1    
232:  0.651 0.349 1    
233:  0.580 0.420 1    
234:  0.611 0.389 1    
235:  0.738 0.262 1    
236:  0.689 0.311 1    
237:  0.649 0.351 1    
238:  0.509 0.491 1    
239:  0.851 0.149 1    
240:  0.344 0.656 1    
241:  0.644 0.356 1    
242:  0.537 0.463 1    
243:  0.698 0.302 1    
244:  0.571 0.429 1    
245:  0.695 0.305 1    
246:  0.800 0.200 1    
247:  0.503 0.497 1    
248:  0.542 0.458 1    
249:  0.321 0.679 1    
250:  0.544 0.456 1    
251:  0.432 0.568 1    
252:  0.757 0.243 1    
253:  0.375 0.625 1    
254:  0.194 0.806 1    
255:  0.522 0.478 1    
256:  0.445 0.555 1    
257:  0.431 0.569 1    
258:  0.576 0.424 1    
259:  0.628 0.372 1    
260:  0.794 0.206 1    
261:  0.620 0.380 1    
262:  0.637 0.363 1    
263:  0.517 0.483 1    
264:  0.717 0.283 1    
265:  0.443 0.557 1    
266:  0.641 0.359 1    
267:  0.619 0.381 1    
268:  0.579 0.421 1    
269:  0.557 0.443 1    
270:  0.230 0.770 1    
271:  0.486 0.514 1    
272:  0.602 0.398 1    
273:  0.753 0.247 1    
274:  0.765 0.235 1    
275:  0.563 0.437 1    
276:  0.597 0.403 1    
277:  0.462 0.538 1    
278:  0.470 0.530 1    
279:  0.773 0.227 1    
280:  0.700 0.300 1    
281:  0.373 0.627 1    
282:  0.678 0.322 1    
283:  0.708 0.292 1    
284:  0.582 0.418 1    
285:  0.580 0.420 1    
286:  0.376 0.624 1    
287:  0.657 0.343 1    
288:  0.681 0.319 1    
289:  0.564 0.436 1    
290:  0.702 0.298 1    
291:  0.502 0.498 1    
292:  0.378 0.622 1    
293:  0.620 0.380 1    
294:  0.599 0.401 1    
295:  0.529 0.471 1    
296:  0.383 0.617 1    
297:  0.631 0.369 1    
298:  0.752 0.248 1    
299:  0.547 0.453 1    
300:  0.460 0.540 1    
301:  0.411 0.589 1    
302:  0.526 0.474 1    
303:  0.625 0.375 1    
304:  0.642 0.358 1    
305:  0.654 0.346 1    
306:  0.445 0.555 1    
307:  0.709 0.291 1    
308:  0.611 0.389 1    
309:  0.615 0.385 1    
310:  0.346 0.654 1    
311:  0.678 0.322 1    
312:  0.564 0.436 1    
313:  0.706 0.294 1    
314:  0.677 0.323 1    
315:  0.652 0.348 1    
316:  0.362 0.638 1    
317:  0.607 0.393 1    
318:  0.650 0.350 1    
319:  0.611 0.389 1    
320:  0.644 0.356 1    
321:  0.342 0.658 1    
322:  0.572 0.428 1    
323:  0.607 0.393 1    
324:  0.515 0.485 1    
325:  0.721 0.279 1    
326:  0.610 0.390 1    
327:  0.299 0.701 1    
328:  0.792 0.208 1    
329:  0.615 0.385 1    
330:  0.483 0.517 1    
