454	,	2737	6571	4040	6773	6565	2830	5361	8084	1921	3438	1337	2343	4751	2729	2836	
455	,	3737	6365	2628	7375	6371	3038	5367	6684	1921	3436	1113	2535	3943	2735	3436	
456	,	2733	6565	2632	7374	6171	2628	6363	7886	2121	3436	1337	2529	4755	2727	3030	
457	,	2937	6565	2438	5761	6371	3036	5155	8484	2129	3436	1313	4141	4555	2735	3640	
458	,	2533	6565	3032	7377	6371	2430	6165	7276	2151	2834	1113	2335	4547	2729	3236	
459	,	2939	6365	3636	7487	6171	2830	5353	7880	2135	3436	1115	2541	4147	2727	3036	
460	,	2533	5967	2630	7878	7171	2428	5355	8082	2131	3434	1313	2325	4345	3535	3638	
461	,	3348	5965	3036	7778	6565	2428	6167	8084	2121	3434	1315	3737	3945	2735	3842	
462	,	2727	6769	3046	7777	6371	2428	5361	8082	2121	3436	1113	3133	4345	2727	3438	
463	,	3131	6565	2426	7577	6971	2436	6161	8088	2335	3434	1313	3541	4143	2727	3642	
464	,	3137	6565	3442	6977	6371	2828	6163	7884	2131	3636	1113	2537	4547	2727	3236	
465	,	2737	6365	3638	7373	6163	2828	5363	8080	2121	2836	1113	3943	4553	2735	3036	
466	,	3335	5963	2630	7377	6573	2430	5961	8084	2121	3434	1113	2337	4353	2735	3636	
467	,	3335	6569	2630	6981	6569	3030	6367	8286	2331	2836	1313	2543	4349	3535	3036	
468	,	2735	6367	2636	7676	6973	3030	5361	8084	2121	2834	1111	3737	4349	2735	3636	
469	,	3137	5965	2834	6969	6369	2628	5363	8484	2133	3434	1113	3941	3943	2727	3636	
470	,	2533	6371	2426	7173	6571	2424	5167	7480	2127	3436	1313	2525	4151	2735	3638	
471	,	2727	6771	3238	7878	6371	2830	6367	6678	2121	3034	1315	4141	4351	2727	3236	
472	,	3748	5967	3234	7376	7171	2430	5365	7882	2127	2836	1113	2341	2941	2727	3438	
473	,	3333	6565	3436	7577	6971	2830	5165	7478	3353	2834	1113	2537	4555	2735	3030	
474	,	3339	7171	2838	6975	6569	3030	5165	7484	2121	3434	1111	3743	4355	3537	3636	
475	,	2739	5965	3232	7173	6369	2430	6565	8284	2751	2834	1113	2531	4547	2727	3034	
476	,	3954	6565	3638	6973	6969	2428	6769	8084	2133	3436	1313	3535	3945	2729	3636	
477	,	3333	6569	2636	7678	7171	2828	6169	8284	2121	3434	1313	3537	4345	2727	3636	
478	,	2733	5965	3436	7577	6971	2828	5369	7484	2121	3636	1315	3537	4145	2735	3036	
479	,	2548	5967	3642	7179	7373	2430	6367	7884	2121	3436	1313	3353	4549	2735	3042	
480	,	2731	6569	3436	7179	6363	2428	5167	7884	2121	3434	1337	2735	4749	2727	3036	
481	,	2737	6577	2436	7777	6571	2830	6363	8486	2133	2834	1113	2533	3947	2729	3636	
482	,	3135	6571	3234	7677	7173	2428	5763	7676	2127	2834	1113	3131	4147	2727	3236	
483	,	3235	6565	3440	7375	6371	2426	6363	7884	2121	2842	1313	3541	2755	2735	3036	
484	,	2529	6565	2632	7779	6371	2830	6565	8486	2123	3434	1337	3941	4545	2727	3036	
485	,	2933	6365	2626	7577	7373	2428	5365	8484	2121	3438	1313	2323	3953	2735	3036	
486	,	2527	6365	2024	7377	6971	2836	6565	7484	2137	3434	1113	3743	4951	2727	3030	
487	,	2739	6365	2836	7175	6169	2834	5365	8486	2127	3434	1315	3741	4949	2727	3032	
488	,	2727	6363	2430	7575	6165	2828	5165	7882	2135	3434	1113	2529	4145	2735	3236	
489	,	3131	6365	3036	6781	7173	2428	6161	8486	2929	3436	1313	2531	4149	2735	3236	
490	,	2535	6565	2430	7577	6169	2830	6167	7484	2121	3434	1315	2731	3943	2735	3636	
491	,	3535	6971	2430	6972	6169	2830	6167	6666	2121	2836	1111	2539	4147	2727	3036	
492	,	3537	6565	2640	7179	6369	2834	5567	8486	2121	3436	1315	3541	4747	2727	3038	
493	,	3333	5965	2836	7575	6969	2836	5759	6684	2127	3442	1113	3941	4549	2727	3434	
494	,	3339	6565	2434	7377	6971	2632	5151	8484	2121	3436	1137	2539	3949	2727	3036	
495	,	2533	6365	2632	7577	6975	2428	5365	6678	2131	2834	1113	2535	3939	2735	3636	
496	,	2937	5965	2436	7381	6371	2628	5367	7886	2135	2834	1515	2529	4343	2727	3644	
497	,	2533	6565	2836	7779	6371	2428	6165	7484	2123	3434	1113	4153	4349	2727	3034	
498	,	3335	6565	2632	7577	6371	3434	6367	8486	2121	3036	1111	2941	4145	2727	3638	
499	,	3132	6569	2842	7075	6371	2430	6365	8284	2133	3436	1113	2535	4345	2727	2630	
500	,	2939	6567	2428	7579	6971	3030	5167	8486	2121	3438	1537	3541	4755	2727	3038	
501	,	2729	6565	3638	6977	6971	2428	5361	7484	2333	3436	1337	3741	4141	2727	3444	
502	,	3348	6565	2632	7579	6571	2428	5965	7878	2121	3636	1111	2533	4547	2727	2638	
503	,	2727	6571	2642	7581	6369	2830	5361	8284	2121	3436	1113	3341	4549	2727	3034	
504	,	3339	6569	3638	6776	6171	2830	5361	8082	2121	3436	1113	3139	4549	2727	3638	
505	,	2531	6571	2236	7577	6971	2836	5363	8086	2121	3436	1113	2941	3943	3535	3030	
506	,	2733	6365	3234	7677	6369	2428	5365	8486	2131	3636	1515	2535	4345	2735	3636	
507	,	2733	6365	3638	7377	6971	2834	5365	8488	2133	2834	1113	2329	4143	2727	3636	
508	,	2739	6565	3236	7375	6971	2830	6167	8284	2121	3436	1313	3535	4345	2727	3440	
509	,	3787	5965	2828	7379	6971	2840	5969	8486	2121	2836	1117	2529	4559	2727	3032	
510	,	2735	5965	2626	7377	6371	3038	6567	6682	2131	3436	1313	3941	4547	2727	3032	
511	,	3133	6569	2828	7781	6373	3034	5965	6680	1921	2836	1113	2943	4149	2735	3038	
512	,	2733	6365	2428	7575	6369	2830	5961	8080	2135	3436	1111	2541	3943	2735	3036	
513	,	3335	6573	2834	7575	6369	3438	5359	6680	1921	3434	1315	3535	4145	2735	2628	
514	,	3333	6367	3434	6975	6971	2834	5563	7482	2121	2834	1139	3941	4143	2729	3236	
515	,	3133	5965	3438	7678	6161	2830	5371	8284	2131	3438	1313	2537	4549	2729	3842	
516	,	3339	5965	3232	7177	7171	2830	6175	6674	2127	3436	1313	2341	4951	2735	3036	
517	,	3233	5965	2628	6969	6171	2838	5361	8486	2121	3434	1537	2335	4955	2727	2636	
518	,	3333	6365	2636	7777	6571	3034	5363	8686	2121	3434	1315	2537	4345	3535	4042	
519	,	2731	6565	2428	7579	7171	2836	6167	7880	2123	3438	1115	4143	4545	2727	3036	
520	,	2531	6565	3034	7373	6369	2436	5365	7486	2121	3436	1111	3541	2943	2729	2636	
521	,	3339	5965	3036	7376	7173	2428	5389	6684	2121	3434	1313	2533	3945	2727	3036	
522	,	3148	6369	3436	7377	6973	2830	6365	8084	2133	3436	1313	2337	3941	2727	2634	
523	,	3333	6567	3032	7377	6363	2430	5365	7678	2121	3234	1115	3141	4951	2727	3036	
524	,	3133	5971	3238	7577	6375	2428	5159	8888	2121	3436	1313	2539	3943	2727	3036	
525	,	3333	6565	2832	7178	7171	2838	5563	8686	2121	3434	1137	3535	4551	2727	3636	
526	,	2933	5965	3436	6977	7373	2428	5361	7488	2735	3436	1113	3535	4347	2735	3636	
527	,	3739	6565	3036	7475	6371	2434	6165	7084	2121	3446	1313	3737	5151	2735	3642	
528	,	3133	6771	2836	6971	6371	2838	5363	6666	2135	3436	1111	2537	4747	2727	3842	
529	,	3948	6771	2430	7379	6973	2428	5365	7880	2121	3434	1313	3537	4549	2727	2636	
530	,	2935	6365	2426	7576	6171	2834	6367	8084	2121	3636	1113	4141	3953	2735	3636	
531	,	2733	5965	2026	7177	6371	2838	6767	6680	2121	3434	1313	3139	4347	2727	3032	
532	,	2733	5963	3638	7375	6371	2834	5561	7484	3133	3638	1115	2937	4545	2727	3642	
533	,	3133	7171	3032	7879	6171	2830	5363	8084	2147	3436	1315	3739	4549	2727	2630	
534	,	3135	5965	2632	6975	6971	2830	5961	7882	2121	2834	1313	2339	4547	2727	3030	
535	,	2529	6565	2634	6977	6971	3440	6165	8284	2137	3436	1315	3741	4951	2727	3638	
536	,	3137	6565	3640	7378	7173	2828	5363	7888	2129	3434	1113	2537	4545	2727	3638	
537	,	3133	6365	2638	7575	7173	2428	5965	7486	2121	2836	1537	2341	4549	2727	3636	
538	,	3152	5965	2628	7577	6371	3030	6367	7684	2121	3436	1113	3537	3955	2729	3650	
539	,	3333	6565	2836	7578	6171	2430	6167	8484	2121	3638	1115	2533	4349	2727	3036	
540	,	2735	6565	2836	7579	6571	2836	5151	7884	2121	3434	1113	3737	4751	2727	3236	
541	,	3248	5965	3438	7779	6363	3838	6367	7082	2135	3846	1313	2341	4145	2727	3636	
542	,	2737	6365	3640	7577	6973	2836	6189	7478	2123	3642	1315	3335	4949	2735	3636	
543	,	2752	6571	3438	7377	6369	2836	6567	7486	2139	3434	1113	4141	2939	2727	3032	
544	,	3333	6573	3638	7577	6573	2836	5363	6666	2123	2834	1115	3131	4345	2735	3036	
545	,	2748	6571	2628	7576	6571	2628	5361	7476	2133	3436	1315	2933	4747	2727	3036	
546	,	2552	6365	2836	7377	6571	2628	6365	8284	2127	3434	1113	2525	4347	2727	3034	
547	,	3739	5969	3638	7375	6163	2434	5159	7880	2121	2836	1111	3337	4347	2727	3636	
548	,	2729	6365	2638	7779	7173	2426	6767	7684	2121	3434	1137	2741	4349	2727	3436	
549	,	3133	6571	2834	7777	6371	2428	5961	7684	2123	3434	1313	2333	4343	2727	3236	
550	,	2735	6565	2830	7375	7175	2846	6371	8486	2137	2834	1537	2539	4749	2727	3636	
551	,	4848	6569	2834	7577	7171	2828	5155	8484	2157	3636	1317	2533	3943	2727	3036	
552	,	2539	5965	3434	6977	7171	3030	5963	7480	2121	3436	1339	2525	4547	2727	3434	
553	,	2732	6567	3038	7777	6571	2828	6163	7084	1927	3434	1315	2533	4143	2727	2636	
554	,	2933	6565	3236	6975	6365	2030	6167	8080	2147	2834	1113	3541	4347	2727	3636	
