68	,	5153	6262	7173	5967	3941	2525	6470	6870
69	,	5153	6264	6975	4967	3941	2537	6264	6668
70	,	5157	5662	7579	5761	3941	3939	6262	6666
71	,	5157	6464	7375	5151	4141	2525	6264	6668
72	,	5153	6062	7379	5961	3551	2539	6264	6868
73	,	5153	6264	7979	5767	3537	1141	6472	6672
74	,	3957	6464	7373	6161	3947	2539	6464	6668
75	,	3951	6262	6973	4961	3941	2541	6470	6868
76	,	5153	5062	7173	5959	3941	2537	6272	6868
77	,	5151	0000	7173	4961	3945	1137	6262	6666
78	,	0000	0000	7579	4959	3945	1111	6064	6868
79	,	5151	0000	7577	5963	3337	2535	6464	6870
80	,	3953	6262	7373	5961	3949	2537	6470	6464
81	,	5157	6262	7379	5967	4141	2525	6270	6668
82	,	5161	6064	7373	5967	3541	2537	6264	6868
83	,	0000	6064	7575	4963	3741	2525	6464	6666
84	,	5151	6264	7375	5361	3939	0000	6470	6068
85	,	3953	6264	7375	5759	3745	2527	6464	6666
86	,	5153	6262	7375	6163	3535	2539	6466	6268
87	,	3951	6264	7377	6367	3739	2539	6466	6468
88	,	5151	6464	7375	5759	0000	2525	6272	6666
89	,	3939	6262	7379	5961	0000	2535	6472	6668
90	,	5357	5064	7375	5763	4147	3739	6270	6872
91	,	5151	6262	7179	6167	0000	1125	6264	6672
92	,	5153	6262	6973	5959	0000	2535	6870	6668
93	,	0000	6264	7373	6363	0000	2535	0000	6668
94	,	5151	6062	7575	5757	3543	2537	6264	6868
95	,	5151	5062	7175	5761	3539	3737	6066	6668
96	,	5153	6262	7175	5961	3941	2525	6470	6268
97	,	5153	6262	7379	6163	3539	1125	6670	6472
98	,	5153	6262	7577	4963	0000	2525	6466	6668
99	,	5159	6264	7377	4961	3943	1137	6264	7272
100	,	3953	6262	7375	5959	0000	2525	6272	6466
101	,	5357	6062	7375	6163	3939	1125	7070	6670
102	,	5357	6264	7375	5961	3943	2535	6670	6668
103	,	5153	6262	7379	6167	3547	1125	6264	6868
104	,	5151	6264	7779	4949	0000	3739	6466	6672
105	,	3951	6262	7173	5961	3939	2537	6672	6666
106	,	5153	6262	7575	5967	3539	2537	6666	6868
107	,	5161	6264	7375	5967	4147	2537	6272	6668
108	,	3951	6464	7375	4959	0000	2537	6060	6668
109	,	5153	6264	7375	6167	3349	2733	6064	6070
110	,	5151	6464	7173	6163	3349	0000	6470	6868
111	,	5151	6262	7177	5157	0000	3337	6266	6066
112	,	5151	6266	7375	4959	3941	1125	6672	6466
113	,	5151	5064	7175	6163	3939	2525	6472	6668
114	,	5153	6464	7379	0000	0000	2537	6264	6668
115	,	5151	6262	7173	5959	3339	2525	6464	6870
116	,	5153	6264	7579	5961	3739	1125	6272	6668
117	,	3951	6262	7379	6363	4147	1125	6472	6668
118	,	5157	6264	7575	4965	0000	3537	6266	6668
119	,	5353	6262	7375	6363	0000	3737	6264	6670
120	,	5151	5664	6971	5961	0000	3737	6464	6666
121	,	5157	0000	0000	0000	0000	2537	0000	6470
122	,	0000	0000	7375	0000	0000	2537	6064	6668
123	,	5151	6264	7375	6365	0000	0000	6064	6072
124	,	0000	6264	0000	0000	3541	3737	6464	6870
125	,	5151	6266	7173	5153	0000	2535	6266	6870
126	,	5151	5664	7579	5357	3537	2537	6472	6666
127	,	5157	6264	7175	5963	3939	2537	6472	6268
128	,	5359	6262	7373	6161	3939	2537	6670	6870
129	,	5151	6264	7177	5555	3739	1125	6466	6668
130	,	3957	6262	7175	6163	3739	2537	6070	6068
131	,	5151	6062	7377	6367	3947	1127	6466	6670
132	,	5161	6264	7577	5161	3941	2537	6264	6870
133	,	5153	5062	7179	5961	3939	2535	6264	6468
134	,	5765	6064	7373	5961	3939	2537	6468	6868
135	,	5157	6262	7373	5767	4351	1137	6270	6666
136	,	5153	6062	7377	5759	3943	2537	6266	6868
137	,	5153	6464	7379	5567	3541	1125	6064	6668
138	,	0000	0000	7377	4961	0000	1125	6064	6868
139	,	5151	0000	0000	0000	0000	1125	6464	6870
140	,	5757	6264	7173	5963	3939	2537	6270	6870
141	,	3953	6464	7177	5963	3951	2539	6668	6868
142	,	5151	6262	6979	5565	3541	1125	6464	6668
143	,	5157	5662	7379	5163	3541	2537	6466	6070
144	,	5361	6062	7375	6565	3541	2525	6262	6668
145	,	0000	6062	7373	6367	3941	2525	6272	6872
146	,	5151	0000	6973	4959	0000	1137	6272	6670
