   2 131166 157157 112122 167167 124128 103999 232234 129133 134134 993993 154158 290290 131143 188190 
   2 133135 157157 110118 165171 124126 111119 232232 129129 134134 115121 156164 286290 129129 178186 
   2 133137 157157 110110 165167 124124 103111 230232 129131 134134 115993 156160 290290 129131 176192 
   2 131179 157157 110114 161165 124124 111113 230230 119139 134138 107993 162164 278286 119139 176184 
   2 135177 157157 116128 167167 122124 105113 230236 127137 134138 115993 128156 290290 135147 176190 
   2 141171 155157 108120 165167 124124 119999 232234 125135 134134 111115 154162 286288 135139 180192 
   2 129137 157157 108118 165165 124124 105107 232234 129131 134134 111993 146154 288292 141145 188190 
   2 129133 157157 108118 165165 124128 105107 232234 129139 134134 115993 128164 290290 141145 190192 
   2 133135 157159 108114 165167 124128 121999 232242 127129 134134 119993 156162 288290 135135 178188 
   2 133135 157159 116130 167167 122124 107999 232236 133133 134134 111111 156156 288290 131135 192194 
   2 139141 157157 112112 161165 122126 105111 231231 125131 134134 115119 152154 278288 135141 192194 
   2 133137 157159 116128 161167 124124 109121 232235 129137 134134 107993 156164 290292 141141 184188 
   2 129133 157157 110128 167167 122124 101109 231232 119131 134134 993993 156156 290290 135135 184198 
   2 137137 157157 118120 167171 124128 105109 230230 129133 120138 111993 152156 290294 131149 178190 
   2 131137 157157 104994 167167 124126 117123 230232 129133 134134 111993 148152 278288 143143 176200 
   2 135167 157157 126994 165167 122124 119999 231238 129131 134134 115993 152158 286290 135135 184200 
   2 127131 157157 102112 167167 128128 119999 230230 127129 134138 111117 152162 290292 143145 188190 
   2 160175 157157 112130 165165 122124 101119 230232 129133 134134 115993 146148 288288 141141 188190 
   2 129131 157157 108138 167169 124124 119999 232240 133141 134134 115119 154162 290292 135135 188190 
   2 129135 157159 126130 165167 124124 107999 234234 129139 134134 115993 154160 290292 135143 192192 
   2 135169 157157 104110 171171 124124 107121 232232 119135 134134 103993 152154 287288 135141 186192 
   2 133179 157157 110116 167169 124124 101105 230231 125129 134134 993995 154164 289290 135145 188204 
   2 141185 157159 110118 167167 124124 103119 230232 129131 134134 121993 162162 288292 135135 190190 
   2 135137 157157 136994 165167 124126 105999 231238 125131 134134 115119 154156 280290 135143 188192 
   2 135158 157157 114114 167169 124128 107117 231232 129131 134140 115115 152158 287290 135135 188188 
   3 131135 157157 110116 167168 124124 105999 230232 131149 134134 111125 160162 287290 141145 194200 
   3 135141 157157 112114 165171 122124 109115 232234 125129 134134 993995 128160 278290 135141 190198 
   3 127129 157157 114124 165167 124124 105999 232232 127129 134134 111993 154156 290292 131145 184190 
   3 135135 155159 112118 161165 124136 105109 230238 127129 134134 103993 146164 286294 139141 176194 
   3 127135 155157 108118 167168 122124 111111 230230 127137 134140 119121 128154 289290 135145 176188 
   3 131137 157157 122994 167169 124126 107107 230236 131131 134134 119995 152162 286288 135145 176184 
   3 131160 157157 108138 165167 122138 999999 230234 131131 134134 115993 152154 278288 143145 184190 
   3 133135 155157 114124 167168 122124 105117 232232 119129 134134 111119 164166 278288 141145 184184 
   4 131166 157157 114132 165165 122124 105999 232232 119129 134134 103103 152156 288290 131145 176184 
   4 129133 157157 126142 165165 124126 105115 230240 127129 120138 109993 146148 280290 127129 190190 
   4 131135 155157 108120 167167 124124 109111 232242 129139 134134 111115 146152 287290 129139 184190 
   4 133133 157157 112116 165167 124124 107999 232234 129131 130134 119121 148162 288290 129131 184192 
   4 127129 157157 122132 167167 122124 103999 230240 125129 134134 113993 156162 290290 125129 184190 
   4 135137 157157 114118 165167 124124 111999 230232 125139 134134 109119 160162 287294 125139 188192 
   4 135166 157157 102108 167167 124138 117119 232232 127129 134134 993993 152164 278286 127129 188188 
   5 135158      0 104110 167167 124126 111999 230232 127133 134134 993993 154162 280292 145145 190192 
   5 131131 157157 112120 165169 122124 107999 230232 129131 134134 107993 162162 291292 141143 184200 
   5 133135 157157 124124 161167 122124 105999      0 129129 134134 109115 160162 286287 135141 186190 
   5 133137 157157 112120 161169 124124 103105 230240 129135 134134 115121 128154 291292 135141 190192 
   5 139160 157157 110110 165167 126128 107119 232234 129133 134134 111993 152162 287290 135135 176184 
   5 129135 157157 110126 165171 124124 105113 230234 129131 134138 115993 152156 290292 135145 174192 
   5 135177 157157 104116 165167 124128 111999 234234 131133 134134 119993 160162 290290 141141 184190 
   5 129129      0 108118 165167 124128 107999 230232 127133 134134 111113 152162 286292 135143 188190 
   5 137175 157157 108116 167167 124128 111999 232234 127133 134134 117993 152162 289290 135145 184184 
   5 167171 157157 110114 167169 124124 999999 236236 127129 134138 111119 152162 288290 135135 188190 
   5 129161 157157 124124 165167 124140 119999 231232 129131 134134 121993 154160 289290 135143 176186 
   5 131141 157157 110116 165167 122138 111999 232232      0 134138 109111 154162 290290 135141 176190 
   5 127133 155159 104110 161165 124128 999999 230232 127131 134134 119127 128160 288290 135145 188190 
   5 127135 157159 108130 165165 124124 107109 232234 127129 134134 113117      0 290292 135141 190190 
   5 133133 157157 110130 165167 124128 101999 230234 129129 134134 993993      0 287290 135143 176178 
   5 131161 157157 116116 165171 124124 999999 230234 129131 134134      0 154158 287288 135141 178188 
   5 129160 157157 124128 165167 122124 105119 232234 133139 134138 111119 152154 287290 139145 176186 
   5 133137 155157 110118 165167 122128 105105 230232 129133 134134 107993 128128 290292 135139 190192 
   5 133158 157157 114114 165167 124124 105999 232234 129129 134134 119993 156160 288290 143143 176190 
   5 129135 157157 120128 161167 124124 101999 231232 129129 134134 109119 154156 287290 135135 192192 
   5 135141 159161 104124 161165 122124 105999 230232 127131 134134 111111      0 278290 133135 176192 
   5 133139 157157 120122 161167 124124 103107 232234 127135 134136 121121 154158 288290 135143 176192 
   5 133166 157157 108108 165167 124124 105119 230232 129135 134134 113115 160166 288294 141143 188190 
   5 129129 157157 110126 167167 124128 111999 231232 129135 134138 109115 146154 287290 143145 192192 
   5 137160 157157 130132 167167 124124 107999 232234      0 134134 127993 128152 292292 135141      0 
   5 129161 155155 118122 165167 124128 105107      0 129137 134134      0 158160 290294 141143 184202 
   5 129137 155157 114114 161165 122122 115999 230234 125129 134136 113993 154156 290290 135135 184188 
   5 135135 157157 116118 156165 124138 125999 232234 129129      0 107111      0 288290 135145 184188 
   5 133133 157157 114118 165167 122124 103105 230234 129131 136138 113993      0 287290 141141 174184 
   5 137139 155157 112128 167167 124126 107107 232234 125129 134134 109119 148162 288290 135141 180192 
   5 133133 155157 108112 161167 124124 103107 232234 125127 134134 113115 146154 290292 135141 190200 
   5 131137 157157 106108 165165 122124 103999 232232 127131 134134 111111 146152 290292 135135 174188 
   6 135141 155155 102124 167167 122124 101105 232232 131133 134134 117993 128160 280288 135139 190192 
   6 137137 155159 112118 167167 128132 105107 230232 125129 134134 123993 154154 286287 135135 186190 
   6 133133 155157 110122 165167 124124 103109 232232 125139 134134 115993 146154 278288 137141 188192 
   6 131135 157157 102110 165171      0 105115 232232 129131 134138 119993 152152 278288 135145 176190 
   6 137159 157157 104118 165167 124128 113119 230234 127135 134138 103117 146154 288292 135141 184192 
   6 127159 155157 112114 167167 122124 119999 230234 127129 134134 993993 128154 280287 131135 184186 
   6 131133 157157 110126 161167 124128 101107 230234 129131 134138 103111 146152 290292 135135 188190 
   6 131141 157157 104114 167167 126142 103105 232232 125127 134134 111993 162164 290294 131135 184192 
   6 135159 157157 114126 165165 136138 103121 230234 129139 134134 993993 146164 286290 135135 176178 
   6 135137 159159 116118 165165 124126 101105 230234 127131 134134 111111 146166 286294 135135 184192 
   6 133137 155155 130132 167167 124124 105109 230234 133133 134134 107115 152162 289290 135141 184190 
   6 133135 157157 122122 165165      0 101109 230232 129133 134134 119121 128160 290290 135143 188190 
   6 133137 157157      0 165167 124124 105107 230240 129129 134134 123993 146162 278278 131145 190194 
   6 127131 155157 104116 167167 124124 109111 230232 129133 134134 993993      0 288290 143145 178192 
   6 133135 155157 110114 167167 124124 111113 230230 125129 134136 115117 152162 290290 135141 192200 
   6 135135 157157 114118 165167 124126 115119 231232 129129 134138 115993 152154 294294 135141 176192 
   6 161185 157157 102114 169171 124128 107999 230232 125125 134140 111995 160160 286292 135135 190192 
   6 135135 157157 108112 161167 124138 103111 232232 133137 134138 103123 154160 290290 145145 188192 
   6 137171 157157 110116 167167 124124 101105 231240 129139 134134 107115 128162 288290 133135 176194 
   6 135177 155157 110994 167169 122142 119999 232232 131131 134134 103993      0 288292 135141 176190 
   6 135171 157157 108112 161169 124124 105999 232234 139139 134134 111993      0 290290 135135 188192 
   6 133135 155157 110126 167171 124124 105105 230231 131133 134140 111119 152154 290290 133141 184192 
   6 129129 157157 112116 167169 122124 103999 230230 127135 134134 115115 148152 288290 135135 180192 
   6 133135 157159 116124 167167 122124 105113 228230 127131 134134 111115      0      0 135141 188194 
   6 139167 157157 108108 167171 124124 107999 230234 129131 134138 107993      0 290290 135135 174186 
   6 133133 157157 114118 165167 124124 103119 230234 119131 134134 115115 160160 288290 141141 184190 
   6 165171 157157 104116 165169 124124 105999 230232 129133 134138 117993 164164 290290 145145 190192 
   6 135135 157157 104994 161167 124126 105999 232244 133133 134134 113115 152156 288290 141145 176192 
   6 129139 157157 114120 161167 126138 101119 234234 125133 134134 993993 152156 290290 143145 194198 
   6 135181 157157 120132 165167 124124 103105 230230 129141 134134 113123 154162 288290 131131 184190 
   6 135135 157157 118126 167169 122142 117999 234242 129141 134134 115993 154158 290290 137145 176190 
   6 135141 157157 104104 167171 124124 105121 230240 133137 134134 115119 152154 288294 141147 178198 
   6 129181 157157 108994 167167 124126 103117 232232 129129 134134 107117      0 288288 135141 188192 
