617	,	8181	7274	7084	3438	6060	5656	5454	7777	8082	4854	6468	5058	4747
618	,	8181	7276	7084	3636	6064	5256	5454	7373	8082	4658	6464	5456	4747
619	,	8181	7272	7084	3636	6064	5464	5454	7377	8082	4856	6468	5056	4343
620	,	8181	7474	7070	3636	6060	5858	5454	6971	8082	4648	6464	5656	4347
621	,	8181	7476	7070	3234	5660	5458	5458	6971	8284	4646	6464	0000	4347
622	,	8181	7274	7082	3434	6064	5456	5454	7173	8082	4648	6468	5656	4343
623	,	8181	7474	7070	3434	6262	5256	5454	6977	8082	5656	6468	5050	4343
624	,	8181	7474	7082	3436	6062	5460	5454	6971	8282	4854	6464	5050	4345
625	,	8181	7476	8484	3434	6264	5254	5454	6971	8082	4456	6468	5056	4747
626	,	8181	7274	7082	3242	6062	5454	5454	7373	8082	5456	6464	0000	4343
627	,	8181	7476	7070	3442	6066	5454	5456	6971	8284	4854	6472	4856	4347
628	,	8181	7474	8284	3434	5660	5464	5256	7173	8080	4856	6464	5050	4343
629	,	8181	7274	7082	3436	5662	5656	5454	6969	8282	4848	6464	4250	4347
630	,	8181	7476	7082	3234	5662	5064	5454	6971	8284	4448	6464	5656	4345
631	,	8181	7274	7082	3434	6060	5056	5258	7171	8282	4456	6464	5052	4347
632	,	8181	7476	7070	3642	6264	6064	5454	5771	8086	5658	6464	5254	4343
633	,	8181	7474	7070	3436	6062	5664	5456	6973	8082	4848	6468	5456	4343
634	,	7781	7676	8484	3234	5660	5656	5454	7171	8082	4850	6464	5656	4347
635	,	8181	7476	7084	3236	5860	5660	5454	7173	8282	4856	7070	5050	4347
636	,	8181	7474	7084	3234	6068	5252	5454	7377	8282	4654	6464	5052	4347
637	,	8181	7476	8484	3234	6066	5464	5256	7377	8082	4454	6464	5056	4347
638	,	8181	7474	7084	3434	5662	5456	5258	7379	8082	4856	6464	4856	4747
639	,	8181	7476	7084	3244	6060	5464	5454	6971	8282	4448	6470	5056	4343
640	,	8181	7474	7084	3234	6060	5256	5454	7171	8284	5658	6472	5056	4347
641	,	8181	7274	7070	3642	5660	6064	5454	6973	8282	5656	6470	5050	4747
642	,	8181	7274	7070	3636	5656	5256	5454	7173	8282	5656	6464	4854	4749
643	,	8181	7276	7084	3434	6064	5254	5454	7177	8082	4456	6464	4850	4747
644	,	8181	7274	7082	3232	6064	5454	5254	7177	8082	5658	6464	5660	4347
645	,	8181	7474	8284	3044	6064	6064	5454	7171	8282	5454	6464	4860	4347
646	,	8181	7276	7082	3434	6264	5258	5454	6977	8282	4656	6464	5050	4343
647	,	8181	7474	7084	3234	5664	5260	5454	7177	8080	5458	6470	4848	4343
648	,	7577	7474	7084	3442	5862	5264	5454	7171	8082	4454	6470	4656	4347
649	,	8181	7272	8284	3434	6062	5454	5454	6971	8282	4856	6464	4856	4347
650	,	7781	7272	7084	3034	6668	5858	5458	7171	8282	5454	6464	5056	4343
651	,	8181	7274	7070	3236	5860	5260	5454	7173	8082	4854	6874	5050	4343
652	,	8181	7676	7084	3434	6264	5054	5454	6977	8080	4646	6470	5256	4347
653	,	8181	7474	7084	3434	6060	5460	5458	7171	8082	4454	6468	5656	4547
654	,	8181	7274	7070	3434	6064	5464	5454	7377	8082	4654	6468	5056	4343
655	,	8181	7476	8284	3436	6062	5460	5456	7173	8080	5458	6464	5050	4349
656	,	8181	7476	7070	3434	6060	5456	5454	6971	8080	5656	6464	5050	4347
657	,	8181	7274	7070	3434	6062	5660	5454	6973	8282	4854	6464	5050	4747
658	,	8181	7276	7070	3434	5660	6064	5454	6973	8282	5456	6470	5656	4747
659	,	8181	7276	7084	3034	6266	5260	5454	7171	8082	5658	6468	5052	4343
660	,	8181	7474	7070	3436	6262	5660	5454	7173	8080	5454	6464	5656	4347
661	,	8181	7274	7070	3434	6064	5258	5458	7377	8080	5858	6468	4852	4347
662	,	8181	7476	7082	3236	6266	5456	5454	7173	8080	4856	6464	5056	4343
663	,	8181	7274	7070	3636	6464	5664	5456	7175	8282	4648	6464	5050	4343
664	,	8181	7474	7082	3236	5660	5252	5454	7173	8282	4854	6464	5058	4347
665	,	8181	7474	7070	3234	5666	5258	5454	7373	8080	5454	6474	5050	4347
666	,	8181	7476	7084	3436	6666	6464	5454	7173	8082	4854	6464	5050	4347
667	,	8181	7474	7070	3236	6264	5658	5458	7173	8082	4654	6470	5050	4347
668	,	8181	7274	7084	3042	5860	5458	5454	6977	8082	4456	6470	4856	4143
